"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Ziebach County, SD"	"46137"	"2016"	"2016"	17	2801	Unreliable
	"Ziebach County, SD"	"46137"	"2017"	"2017"	19	2756	Unreliable
	"Ziebach County, SD"	"46137"	"2018"	"2018"	14	2742	Unreliable
	"Ziebach County, SD"	"46137"	"2019"	"2019"	19	2756	Unreliable
	"Anderson County, TN"	"47001"	"2015"	"2015"	922	75749	1217.2
	"Anderson County, TN"	"47001"	"2016"	"2016"	911	75936	1199.7
	"Anderson County, TN"	"47001"	"2017"	"2017"	1071	76257	1404.5
	"Anderson County, TN"	"47001"	"2018"	"2018"	1043	76482	1363.7
	"Anderson County, TN"	"47001"	"2019"	"2019"	1040	76978	1351.0
	"Bedford County, TN"	"47003"	"2015"	"2015"	451	47183	955.9
	"Bedford County, TN"	"47003"	"2016"	"2016"	544	47484	1145.6
	"Bedford County, TN"	"47003"	"2017"	"2017"	506	48117	1051.6
	"Bedford County, TN"	"47003"	"2018"	"2018"	522	49038	1064.5
	"Bedford County, TN"	"47003"	"2019"	"2019"	510	49713	1025.9
	"Benton County, TN"	"47005"	"2015"	"2015"	238	16129	1475.6
	"Benton County, TN"	"47005"	"2016"	"2016"	268	16014	1673.5
	"Benton County, TN"	"47005"	"2017"	"2017"	271	15986	1695.2
	"Benton County, TN"	"47005"	"2018"	"2018"	274	16184	1693.0
	"Benton County, TN"	"47005"	"2019"	"2019"	256	16160	1584.2
	"Bledsoe County, TN"	"47007"	"2015"	"2015"	156	14502	1075.7
	"Bledsoe County, TN"	"47007"	"2016"	"2016"	128	14675	872.2
	"Bledsoe County, TN"	"47007"	"2017"	"2017"	154	14717	1046.4
	"Bledsoe County, TN"	"47007"	"2018"	"2018"	154	14755	1043.7
	"Bledsoe County, TN"	"47007"	"2019"	"2019"	157	15064	1042.2
	"Blount County, TN"	"47009"	"2015"	"2015"	1308	127253	1027.9
	"Blount County, TN"	"47009"	"2016"	"2016"	1437	128670	1116.8
	"Blount County, TN"	"47009"	"2017"	"2017"	1427	129929	1098.3
	"Blount County, TN"	"47009"	"2018"	"2018"	1530	131349	1164.8
	"Blount County, TN"	"47009"	"2019"	"2019"	1544	133088	1160.1
	"Bradley County, TN"	"47011"	"2015"	"2015"	1056	104091	1014.5
	"Bradley County, TN"	"47011"	"2016"	"2016"	1012	104490	968.5
	"Bradley County, TN"	"47011"	"2017"	"2017"	1108	105560	1049.6
	"Bradley County, TN"	"47011"	"2018"	"2018"	1183	106727	1108.4
	"Bradley County, TN"	"47011"	"2019"	"2019"	1163	108110	1075.8
	"Campbell County, TN"	"47013"	"2015"	"2015"	594	39752	1494.3
	"Campbell County, TN"	"47013"	"2016"	"2016"	618	39714	1556.1
	"Campbell County, TN"	"47013"	"2017"	"2017"	626	39648	1578.9
	"Campbell County, TN"	"47013"	"2018"	"2018"	608	39583	1536.0
	"Campbell County, TN"	"47013"	"2019"	"2019"	608	39842	1526.0
	"Cannon County, TN"	"47015"	"2015"	"2015"	196	13840	1416.2
	"Cannon County, TN"	"47015"	"2016"	"2016"	169	14027	1204.8
	"Cannon County, TN"	"47015"	"2017"	"2017"	188	14216	1322.5
	"Cannon County, TN"	"47015"	"2018"	"2018"	188	14462	1300.0
	"Cannon County, TN"	"47015"	"2019"	"2019"	166	14678	1130.9
	"Carroll County, TN"	"47017"	"2015"	"2015"	476	27910	1705.5
	"Carroll County, TN"	"47017"	"2016"	"2016"	411	28092	1463.0
	"Carroll County, TN"	"47017"	"2017"	"2017"	438	27860	1572.1
	"Carroll County, TN"	"47017"	"2018"	"2018"	430	28020	1534.6
	"Carroll County, TN"	"47017"	"2019"	"2019"	403	27767	1451.4
	"Carter County, TN"	"47019"	"2015"	"2015"	690	56486	1221.5
	"Carter County, TN"	"47019"	"2016"	"2016"	745	56502	1318.5
	"Carter County, TN"	"47019"	"2017"	"2017"	725	56488	1283.5
	"Carter County, TN"	"47019"	"2018"	"2018"	791	56351	1403.7
	"Carter County, TN"	"47019"	"2019"	"2019"	820	56391	1454.1
	"Cheatham County, TN"	"47021"	"2015"	"2015"	442	39741	1112.2
	"Cheatham County, TN"	"47021"	"2016"	"2016"	411	39880	1030.6
	"Cheatham County, TN"	"47021"	"2017"	"2017"	433	40330	1073.6
	"Cheatham County, TN"	"47021"	"2018"	"2018"	431	40439	1065.8
	"Cheatham County, TN"	"47021"	"2019"	"2019"	457	40667	1123.8
	"Chester County, TN"	"47023"	"2015"	"2015"	177	17471	1013.1
	"Chester County, TN"	"47023"	"2016"	"2016"	190	17453	1088.6
	"Chester County, TN"	"47023"	"2017"	"2017"	181	17119	1057.3
	"Chester County, TN"	"47023"	"2018"	"2018"	195	17276	1128.7
	"Chester County, TN"	"47023"	"2019"	"2019"	211	17297	1219.9
	"Claiborne County, TN"	"47025"	"2015"	"2015"	437	31709	1378.2
	"Claiborne County, TN"	"47025"	"2016"	"2016"	463	31757	1457.9
	"Claiborne County, TN"	"47025"	"2017"	"2017"	430	31609	1360.4
	"Claiborne County, TN"	"47025"	"2018"	"2018"	427	31756	1344.6
	"Claiborne County, TN"	"47025"	"2019"	"2019"	421	31959	1317.3
	"Clay County, TN"	"47027"	"2015"	"2015"	129	7771	1660.0
	"Clay County, TN"	"47027"	"2016"	"2016"	123	7752	1586.7
	"Clay County, TN"	"47027"	"2017"	"2017"	120	7703	1557.8
	"Clay County, TN"	"47027"	"2018"	"2018"	107	7717	1386.5
	"Clay County, TN"	"47027"	"2019"	"2019"	110	7615	1444.5
	"Cocke County, TN"	"47029"	"2015"	"2015"	512	35162	1456.1
	"Cocke County, TN"	"47029"	"2016"	"2016"	527	35219	1496.4
	"Cocke County, TN"	"47029"	"2017"	"2017"	551	35556	1549.7
	"Cocke County, TN"	"47029"	"2018"	"2018"	535	35774	1495.5
	"Cocke County, TN"	"47029"	"2019"	"2019"	569	36004	1580.4
	"Coffee County, TN"	"47031"	"2015"	"2015"	675	54277	1243.6
	"Coffee County, TN"	"47031"	"2016"	"2016"	671	54682	1227.1
	"Coffee County, TN"	"47031"	"2017"	"2017"	722	55034	1311.9
	"Coffee County, TN"	"47031"	"2018"	"2018"	715	55700	1283.7
	"Coffee County, TN"	"47031"	"2019"	"2019"	659	56520	1166.0
	"Crockett County, TN"	"47033"	"2015"	"2015"	186	14601	1273.9
	"Crockett County, TN"	"47033"	"2016"	"2016"	186	14411	1290.7
	"Crockett County, TN"	"47033"	"2017"	"2017"	216	14473	1492.4
	"Crockett County, TN"	"47033"	"2018"	"2018"	204	14328	1423.8
	"Crockett County, TN"	"47033"	"2019"	"2019"	189	14230	1328.2
	"Cumberland County, TN"	"47035"	"2015"	"2015"	830	58229	1425.4
	"Cumberland County, TN"	"47035"	"2016"	"2016"	813	58655	1386.1
	"Cumberland County, TN"	"47035"	"2017"	"2017"	873	59078	1477.7
	"Cumberland County, TN"	"47035"	"2018"	"2018"	863	59673	1446.2
	"Cumberland County, TN"	"47035"	"2019"	"2019"	879	60520	1452.4
	"Davidson County, TN"	"47037"	"2015"	"2015"	5242	678889	772.1
	"Davidson County, TN"	"47037"	"2016"	"2016"	5433	684410	793.8
	"Davidson County, TN"	"47037"	"2017"	"2017"	5499	691243	795.5
	"Davidson County, TN"	"47037"	"2018"	"2018"	5526	692587	797.9
	"Davidson County, TN"	"47037"	"2019"	"2019"	5516	694144	794.6
	"Decatur County, TN"	"47039"	"2015"	"2015"	166	11660	1423.7
	"Decatur County, TN"	"47039"	"2016"	"2016"	181	11769	1537.9
	"Decatur County, TN"	"47039"	"2017"	"2017"	183	11751	1557.3
	"Decatur County, TN"	"47039"	"2018"	"2018"	167	11706	1426.6
	"Decatur County, TN"	"47039"	"2019"	"2019"	177	11663	1517.6
	"DeKalb County, TN"	"47041"	"2015"	"2015"	232	19182	1209.5
	"DeKalb County, TN"	"47041"	"2016"	"2016"	255	19361	1317.1
	"DeKalb County, TN"	"47041"	"2017"	"2017"	258	19852	1299.6
	"DeKalb County, TN"	"47041"	"2018"	"2018"	231	20138	1147.1
	"DeKalb County, TN"	"47041"	"2019"	"2019"	283	20490	1381.2
	"Dickson County, TN"	"47043"	"2015"	"2015"	566	51487	1099.3
	"Dickson County, TN"	"47043"	"2016"	"2016"	596	52170	1142.4
	"Dickson County, TN"	"47043"	"2017"	"2017"	594	52853	1123.9
	"Dickson County, TN"	"47043"	"2018"	"2018"	600	53446	1122.6
	"Dickson County, TN"	"47043"	"2019"	"2019"	605	53948	1121.5
	"Dyer County, TN"	"47045"	"2015"	"2015"	428	37893	1129.5
	"Dyer County, TN"	"47045"	"2016"	"2016"	517	37708	1371.1
	"Dyer County, TN"	"47045"	"2017"	"2017"	494	37463	1318.6
	"Dyer County, TN"	"47045"	"2018"	"2018"	489	37320	1310.3
	"Dyer County, TN"	"47045"	"2019"	"2019"	506	37159	1361.7
	"Fayette County, TN"	"47047"	"2015"	"2015"	417	39165	1064.7
	"Fayette County, TN"	"47047"	"2016"	"2016"	451	39590	1139.2
	"Fayette County, TN"	"47047"	"2017"	"2017"	410	40036	1024.1
	"Fayette County, TN"	"47047"	"2018"	"2018"	425	40507	1049.2
	"Fayette County, TN"	"47047"	"2019"	"2019"	436	41133	1060.0
	"Fentress County, TN"	"47049"	"2015"	"2015"	259	17917	1445.6
	"Fentress County, TN"	"47049"	"2016"	"2016"	259	18033	1436.3
	"Fentress County, TN"	"47049"	"2017"	"2017"	264	18136	1455.7
	"Fentress County, TN"	"47049"	"2018"	"2018"	266	18217	1460.2
	"Fentress County, TN"	"47049"	"2019"	"2019"	252	18523	1360.5
	"Franklin County, TN"	"47051"	"2015"	"2015"	509	41449	1228.0
	"Franklin County, TN"	"47051"	"2016"	"2016"	509	41700	1220.6
	"Franklin County, TN"	"47051"	"2017"	"2017"	526	41652	1262.8
	"Franklin County, TN"	"47051"	"2018"	"2018"	488	41890	1165.0
	"Franklin County, TN"	"47051"	"2019"	"2019"	519	42208	1229.6
	"Gibson County, TN"	"47053"	"2015"	"2015"	674	49399	1364.4
	"Gibson County, TN"	"47053"	"2016"	"2016"	734	49401	1485.8
	"Gibson County, TN"	"47053"	"2017"	"2017"	670	49111	1364.3
	"Gibson County, TN"	"47053"	"2018"	"2018"	673	49045	1372.2
	"Gibson County, TN"	"47053"	"2019"	"2019"	683	49133	1390.1
	"Giles County, TN"	"47055"	"2015"	"2015"	352	28946	1216.1
	"Giles County, TN"	"47055"	"2016"	"2016"	363	29307	1238.6
	"Giles County, TN"	"47055"	"2017"	"2017"	408	29401	1387.7
	"Giles County, TN"	"47055"	"2018"	"2018"	392	29503	1328.7
	"Giles County, TN"	"47055"	"2019"	"2019"	433	29464	1469.6
	"Grainger County, TN"	"47057"	"2015"	"2015"	291	22846	1273.7
	"Grainger County, TN"	"47057"	"2016"	"2016"	286	23072	1239.6
	"Grainger County, TN"	"47057"	"2017"	"2017"	296	23144	1278.9
	"Grainger County, TN"	"47057"	"2018"	"2018"	318	23145	1373.9
	"Grainger County, TN"	"47057"	"2019"	"2019"	304	23320	1303.6
	"Greene County, TN"	"47059"	"2015"	"2015"	885	68580	1290.5
	"Greene County, TN"	"47059"	"2016"	"2016"	960	68615	1399.1
	"Greene County, TN"	"47059"	"2017"	"2017"	992	68808	1441.7
	"Greene County, TN"	"47059"	"2018"	"2018"	958	69087	1386.7
	"Greene County, TN"	"47059"	"2019"	"2019"	1035	69069	1498.5
	"Grundy County, TN"	"47061"	"2015"	"2015"	192	13441	1428.5
	"Grundy County, TN"	"47061"	"2016"	"2016"	225	13389	1680.5
	"Grundy County, TN"	"47061"	"2017"	"2017"	235	13361	1758.9
	"Grundy County, TN"	"47061"	"2018"	"2018"	197	13346	1476.1
	"Grundy County, TN"	"47061"	"2019"	"2019"	189	13427	1407.6
	"Hamblen County, TN"	"47063"	"2015"	"2015"	743	63402	1171.9
	"Hamblen County, TN"	"47063"	"2016"	"2016"	762	63785	1194.6
	"Hamblen County, TN"	"47063"	"2017"	"2017"	788	64277	1225.9
	"Hamblen County, TN"	"47063"	"2018"	"2018"	753	64569	1166.2
	"Hamblen County, TN"	"47063"	"2019"	"2019"	837	64934	1289.0
	"Hamilton County, TN"	"47065"	"2015"	"2015"	3477	354098	981.9
	"Hamilton County, TN"	"47065"	"2016"	"2016"	3551	357738	992.6
	"Hamilton County, TN"	"47065"	"2017"	"2017"	3793	361613	1048.9
	"Hamilton County, TN"	"47065"	"2018"	"2018"	3788	364286	1039.8
	"Hamilton County, TN"	"47065"	"2019"	"2019"	3840	367804	1044.0
	"Hancock County, TN"	"47067"	"2015"	"2015"	113	6572	1719.4
	"Hancock County, TN"	"47067"	"2016"	"2016"	94	6577	1429.2
	"Hancock County, TN"	"47067"	"2017"	"2017"	112	6600	1697.0
	"Hancock County, TN"	"47067"	"2018"	"2018"	99	6549	1511.7
	"Hancock County, TN"	"47067"	"2019"	"2019"	94	6620	1419.9
	"Hardeman County, TN"	"47069"	"2015"	"2015"	284	25707	1104.8
	"Hardeman County, TN"	"47069"	"2016"	"2016"	338	25435	1328.9
	"Hardeman County, TN"	"47069"	"2017"	"2017"	322	25447	1265.4
	"Hardeman County, TN"	"47069"	"2018"	"2018"	299	25220	1185.6
	"Hardeman County, TN"	"47069"	"2019"	"2019"	306	25050	1221.6
	"Hardin County, TN"	"47071"	"2015"	"2015"	381	25756	1479.3
	"Hardin County, TN"	"47071"	"2016"	"2016"	383	25679	1491.5
	"Hardin County, TN"	"47071"	"2017"	"2017"	410	25846	1586.3
	"Hardin County, TN"	"47071"	"2018"	"2018"	390	25776	1513.0
	"Hardin County, TN"	"47071"	"2019"	"2019"	410	25652	1598.3
	"Hawkins County, TN"	"47073"	"2015"	"2015"	733	56471	1298.0
	"Hawkins County, TN"	"47073"	"2016"	"2016"	736	56563	1301.2
	"Hawkins County, TN"	"47073"	"2017"	"2017"	723	56459	1280.6
	"Hawkins County, TN"	"47073"	"2018"	"2018"	728	56530	1287.8
	"Hawkins County, TN"	"47073"	"2019"	"2019"	831	56786	1463.4
	"Haywood County, TN"	"47075"	"2015"	"2015"	200	18023	1109.7
	"Haywood County, TN"	"47075"	"2016"	"2016"	211	17853	1181.9
	"Haywood County, TN"	"47075"	"2017"	"2017"	227	17573	1291.8
	"Haywood County, TN"	"47075"	"2018"	"2018"	248	17335	1430.6
	"Haywood County, TN"	"47075"	"2019"	"2019"	209	17304	1207.8
	"Henderson County, TN"	"47077"	"2015"	"2015"	372	28015	1327.9
	"Henderson County, TN"	"47077"	"2016"	"2016"	345	27822	1240.0
	"Henderson County, TN"	"47077"	"2017"	"2017"	351	27751	1264.8
	"Henderson County, TN"	"47077"	"2018"	"2018"	327	27847	1174.3
	"Henderson County, TN"	"47077"	"2019"	"2019"	364	28117	1294.6
	"Henry County, TN"	"47079"	"2015"	"2015"	479	32147	1490.0
	"Henry County, TN"	"47079"	"2016"	"2016"	480	32310	1485.6
	"Henry County, TN"	"47079"	"2017"	"2017"	460	32450	1417.6
	"Henry County, TN"	"47079"	"2018"	"2018"	492	32358	1520.5
	"Henry County, TN"	"47079"	"2019"	"2019"	493	32345	1524.2
	"Hickman County, TN"	"47081"	"2015"	"2015"	277	24363	1137.0
	"Hickman County, TN"	"47081"	"2016"	"2016"	294	24295	1210.1
	"Hickman County, TN"	"47081"	"2017"	"2017"	296	24864	1190.5
	"Hickman County, TN"	"47081"	"2018"	"2018"	312	25063	1244.9
	"Hickman County, TN"	"47081"	"2019"	"2019"	294	25178	1167.7
	"Houston County, TN"	"47083"	"2015"	"2015"	110	8149	1349.9
	"Houston County, TN"	"47083"	"2016"	"2016"	127	8134	1561.3
	"Houston County, TN"	"47083"	"2017"	"2017"	120	8213	1461.1
	"Houston County, TN"	"47083"	"2018"	"2018"	121	8263	1464.4
	"Houston County, TN"	"47083"	"2019"	"2019"	122	8201	1487.6
	"Humphreys County, TN"	"47085"	"2015"	"2015"	252	18135	1389.6
	"Humphreys County, TN"	"47085"	"2016"	"2016"	230	18347	1253.6
	"Humphreys County, TN"	"47085"	"2017"	"2017"	278	18484	1504.0
	"Humphreys County, TN"	"47085"	"2018"	"2018"	281	18486	1520.1
	"Humphreys County, TN"	"47085"	"2019"	"2019"	241	18582	1297.0
	"Jackson County, TN"	"47087"	"2015"	"2015"	183	11509	1590.1
	"Jackson County, TN"	"47087"	"2016"	"2016"	145	11566	1253.7
	"Jackson County, TN"	"47087"	"2017"	"2017"	158	11677	1353.1
	"Jackson County, TN"	"47087"	"2018"	"2018"	170	11758	1445.8
	"Jackson County, TN"	"47087"	"2019"	"2019"	171	11786	1450.9
	"Jefferson County, TN"	"47089"	"2015"	"2015"	643	53240	1207.7
	"Jefferson County, TN"	"47089"	"2016"	"2016"	628	53535	1173.1
	"Jefferson County, TN"	"47089"	"2017"	"2017"	683	53804	1269.4
	"Jefferson County, TN"	"47089"	"2018"	"2018"	660	54012	1222.0
	"Jefferson County, TN"	"47089"	"2019"	"2019"	647	54495	1187.3
	"Johnson County, TN"	"47091"	"2015"	"2015"	231	17830	1295.6
	"Johnson County, TN"	"47091"	"2016"	"2016"	250	17754	1408.1
	"Johnson County, TN"	"47091"	"2017"	"2017"	256	17691	1447.1
	"Johnson County, TN"	"47091"	"2018"	"2018"	271	17778	1524.4
	"Johnson County, TN"	"47091"	"2019"	"2019"	270	17788	1517.9
	"Knox County, TN"	"47093"	"2015"	"2015"	4329	451324	959.2
	"Knox County, TN"	"47093"	"2016"	"2016"	4413	456132	967.5
	"Knox County, TN"	"47093"	"2017"	"2017"	4582	461860	992.1
	"Knox County, TN"	"47093"	"2018"	"2018"	4776	465289	1026.5
	"Knox County, TN"	"47093"	"2019"	"2019"	4730	470313	1005.7
	"Lake County, TN"	"47095"	"2015"	"2015"	100	7576	1320.0
	"Lake County, TN"	"47095"	"2016"	"2016"	109	7560	1441.8
	"Lake County, TN"	"47095"	"2017"	"2017"	104	7468	1392.6
	"Lake County, TN"	"47095"	"2018"	"2018"	96	7411	1295.4
	"Lake County, TN"	"47095"	"2019"	"2019"	96	7016	1368.3
	"Lauderdale County, TN"	"47097"	"2015"	"2015"	287	26936	1065.5
	"Lauderdale County, TN"	"47097"	"2016"	"2016"	329	26773	1228.8
	"Lauderdale County, TN"	"47097"	"2017"	"2017"	320	25274	1266.1
	"Lauderdale County, TN"	"47097"	"2018"	"2018"	290	25825	1122.9
	"Lauderdale County, TN"	"47097"	"2019"	"2019"	310	25633	1209.4
	"Lawrence County, TN"	"47099"	"2015"	"2015"	550	42564	1292.2
	"Lawrence County, TN"	"47099"	"2016"	"2016"	528	43081	1225.6
	"Lawrence County, TN"	"47099"	"2017"	"2017"	582	43396	1341.1
	"Lawrence County, TN"	"47099"	"2018"	"2018"	599	43734	1369.6
	"Lawrence County, TN"	"47099"	"2019"	"2019"	563	44142	1275.4
	"Lewis County, TN"	"47101"	"2015"	"2015"	151	11854	1273.8
	"Lewis County, TN"	"47101"	"2016"	"2016"	144	11904	1209.7
	"Lewis County, TN"	"47101"	"2017"	"2017"	164	12035	1362.7
	"Lewis County, TN"	"47101"	"2018"	"2018"	159	12086	1315.6
	"Lewis County, TN"	"47101"	"2019"	"2019"	185	12268	1508.0
	"Lincoln County, TN"	"47103"	"2015"	"2015"	415	33743	1229.9
	"Lincoln County, TN"	"47103"	"2016"	"2016"	436	33645	1295.9
	"Lincoln County, TN"	"47103"	"2017"	"2017"	411	33751	1217.7
	"Lincoln County, TN"	"47103"	"2018"	"2018"	485	34117	1421.6
	"Lincoln County, TN"	"47103"	"2019"	"2019"	441	34366	1283.2
	"Loudon County, TN"	"47105"	"2015"	"2015"	625	51130	1222.4
	"Loudon County, TN"	"47105"	"2016"	"2016"	679	51454	1319.6
	"Loudon County, TN"	"47105"	"2017"	"2017"	681	52152	1305.8
	"Loudon County, TN"	"47105"	"2018"	"2018"	647	53054	1219.5
	"Loudon County, TN"	"47105"	"2019"	"2019"	703	54068	1300.2
	"McMinn County, TN"	"47107"	"2015"	"2015"	655	52639	1244.3
	"McMinn County, TN"	"47107"	"2016"	"2016"	691	52850	1307.5
	"McMinn County, TN"	"47107"	"2017"	"2017"	684	52877	1293.6
	"McMinn County, TN"	"47107"	"2018"	"2018"	704	53285	1321.2
	"McMinn County, TN"	"47107"	"2019"	"2019"	731	53794	1358.9
	"McNairy County, TN"	"47109"	"2015"	"2015"	374	26066	1434.8
	"McNairy County, TN"	"47109"	"2016"	"2016"	384	25935	1480.6
	"McNairy County, TN"	"47109"	"2017"	"2017"	391	26004	1503.6
	"McNairy County, TN"	"47109"	"2018"	"2018"	400	25832	1548.5
	"McNairy County, TN"	"47109"	"2019"	"2019"	390	25694	1517.9
	"Macon County, TN"	"47111"	"2015"	"2015"	282	23177	1216.7
	"Macon County, TN"	"47111"	"2016"	"2016"	257	23450	1095.9
	"Macon County, TN"	"47111"	"2017"	"2017"	270	24079	1121.3
	"Macon County, TN"	"47111"	"2018"	"2018"	304	24265	1252.8
	"Macon County, TN"	"47111"	"2019"	"2019"	251	24602	1020.2
	"Madison County, TN"	"47113"	"2015"	"2015"	1020	97610	1045.0
	"Madison County, TN"	"47113"	"2016"	"2016"	1048	97663	1073.1
	"Madison County, TN"	"47113"	"2017"	"2017"	1144	97643	1171.6
	"Madison County, TN"	"47113"	"2018"	"2018"	1041	97605	1066.5
	"Madison County, TN"	"47113"	"2019"	"2019"	1026	97984	1047.1
	"Marion County, TN"	"47115"	"2015"	"2015"	366	28487	1284.8
	"Marion County, TN"	"47115"	"2016"	"2016"	392	28446	1378.0
	"Marion County, TN"	"47115"	"2017"	"2017"	384	28425	1350.9
	"Marion County, TN"	"47115"	"2018"	"2018"	383	28575	1340.3
	"Marion County, TN"	"47115"	"2019"	"2019"	350	28907	1210.8
	"Marshall County, TN"	"47117"	"2015"	"2015"	355	31552	1125.1
	"Marshall County, TN"	"47117"	"2016"	"2016"	353	31915	1106.1
	"Marshall County, TN"	"47117"	"2017"	"2017"	353	32931	1071.9
	"Marshall County, TN"	"47117"	"2018"	"2018"	366	33683	1086.6
	"Marshall County, TN"	"47117"	"2019"	"2019"	384	34375	1117.1
	"Maury County, TN"	"47119"	"2015"	"2015"	884	87757	1007.3
	"Maury County, TN"	"47119"	"2016"	"2016"	976	89981	1084.7
	"Maury County, TN"	"47119"	"2017"	"2017"	960	92163	1041.6
	"Maury County, TN"	"47119"	"2018"	"2018"	939	94340	995.3
	"Maury County, TN"	"47119"	"2019"	"2019"	1040	96387	1079.0
	"Meigs County, TN"	"47121"	"2015"	"2015"	160	11830	1352.5
	"Meigs County, TN"	"47121"	"2016"	"2016"	174	12005	1449.4
	"Meigs County, TN"	"47121"	"2017"	"2017"	165	12068	1367.3
	"Meigs County, TN"	"47121"	"2018"	"2018"	170	12306	1381.4
	"Meigs County, TN"	"47121"	"2019"	"2019"	196	12422	1577.8
	"Monroe County, TN"	"47123"	"2015"	"2015"	569	45771	1243.1
	"Monroe County, TN"	"47123"	"2016"	"2016"	572	45970	1244.3
	"Monroe County, TN"	"47123"	"2017"	"2017"	564	46240	1219.7
	"Monroe County, TN"	"47123"	"2018"	"2018"	625	46357	1348.2
	"Monroe County, TN"	"47123"	"2019"	"2019"	649	46545	1394.3
	"Montgomery County, TN"	"47125"	"2015"	"2015"	1239	193479	640.4
	"Montgomery County, TN"	"47125"	"2016"	"2016"	1248	195734	637.6
	"Montgomery County, TN"	"47125"	"2017"	"2017"	1346	200182	672.4
	"Montgomery County, TN"	"47125"	"2018"	"2018"	1519	205950	737.6
	"Montgomery County, TN"	"47125"	"2019"	"2019"	1407	208993	673.2
	"Moore County, TN"	"47127"	"2015"	"2015"	68	6322	1075.6
	"Moore County, TN"	"47127"	"2016"	"2016"	59	6323	933.1
	"Moore County, TN"	"47127"	"2017"	"2017"	75	6384	1174.8
	"Moore County, TN"	"47127"	"2018"	"2018"	67	6411	1045.1
	"Moore County, TN"	"47127"	"2019"	"2019"	73	6488	1125.2
	"Morgan County, TN"	"47129"	"2015"	"2015"	248	21498	1153.6
	"Morgan County, TN"	"47129"	"2016"	"2016"	251	21554	1164.5
	"Morgan County, TN"	"47129"	"2017"	"2017"	258	21636	1192.5
	"Morgan County, TN"	"47129"	"2018"	"2018"	241	21579	1116.8
	"Morgan County, TN"	"47129"	"2019"	"2019"	278	21403	1298.9
	"Obion County, TN"	"47131"	"2015"	"2015"	374	30639	1220.7
	"Obion County, TN"	"47131"	"2016"	"2016"	348	30578	1138.1
	"Obion County, TN"	"47131"	"2017"	"2017"	388	30385	1276.9
	"Obion County, TN"	"47131"	"2018"	"2018"	429	30267	1417.4
	"Obion County, TN"	"47131"	"2019"	"2019"	407	30069	1353.6
	"Overton County, TN"	"47133"	"2015"	"2015"	284	22129	1283.4
	"Overton County, TN"	"47133"	"2016"	"2016"	310	22051	1405.8
	"Overton County, TN"	"47133"	"2017"	"2017"	325	22012	1476.5
	"Overton County, TN"	"47133"	"2018"	"2018"	332	22068	1504.4
	"Overton County, TN"	"47133"	"2019"	"2019"	321	22241	1443.3
	"Perry County, TN"	"47135"	"2015"	"2015"	131	7929	1652.2
	"Perry County, TN"	"47135"	"2016"	"2016"	124	7964	1557.0
	"Perry County, TN"	"47135"	"2017"	"2017"	122	7975	1529.8
	"Perry County, TN"	"47135"	"2018"	"2018"	136	8064	1686.5
	"Perry County, TN"	"47135"	"2019"	"2019"	113	8076	1399.2
	"Pickett County, TN"	"47137"	"2015"	"2015"	68	5146	1321.4
	"Pickett County, TN"	"47137"	"2016"	"2016"	75	5142	1458.6
	"Pickett County, TN"	"47137"	"2017"	"2017"	77	5073	1517.8
	"Pickett County, TN"	"47137"	"2018"	"2018"	93	5082	1830.0
	"Pickett County, TN"	"47137"	"2019"	"2019"	76	5048	1505.5
	"Polk County, TN"	"47139"	"2015"	"2015"	236	16773	1407.0
	"Polk County, TN"	"47139"	"2016"	"2016"	212	16772	1264.0
	"Polk County, TN"	"47139"	"2017"	"2017"	253	16757	1509.8
	"Polk County, TN"	"47139"	"2018"	"2018"	251	16898	1485.4
	"Polk County, TN"	"47139"	"2019"	"2019"	249	16832	1479.3
	"Putnam County, TN"	"47141"	"2015"	"2015"	876	74553	1175.0
	"Putnam County, TN"	"47141"	"2016"	"2016"	850	75931	1119.4
	"Putnam County, TN"	"47141"	"2017"	"2017"	792	77674	1019.6
	"Putnam County, TN"	"47141"	"2018"	"2018"	848	78843	1075.6
	"Putnam County, TN"	"47141"	"2019"	"2019"	844	80245	1051.8
	"Rhea County, TN"	"47143"	"2015"	"2015"	440	32526	1352.8
	"Rhea County, TN"	"47143"	"2016"	"2016"	416	32442	1282.3
	"Rhea County, TN"	"47143"	"2017"	"2017"	435	32691	1330.6
	"Rhea County, TN"	"47143"	"2018"	"2018"	447	33044	1352.7
	"Rhea County, TN"	"47143"	"2019"	"2019"	416	33167	1254.3
	"Roane County, TN"	"47145"	"2015"	"2015"	730	52753	1383.8
	"Roane County, TN"	"47145"	"2016"	"2016"	729	52874	1378.7
	"Roane County, TN"	"47145"	"2017"	"2017"	772	53036	1455.6
	"Roane County, TN"	"47145"	"2018"	"2018"	785	53140	1477.2
	"Roane County, TN"	"47145"	"2019"	"2019"	818	53382	1532.4
	"Robertson County, TN"	"47147"	"2015"	"2015"	654	68570	953.8
	"Robertson County, TN"	"47147"	"2016"	"2016"	701	69165	1013.5
	"Robertson County, TN"	"47147"	"2017"	"2017"	701	70177	998.9
	"Robertson County, TN"	"47147"	"2018"	"2018"	697	71012	981.5
	"Robertson County, TN"	"47147"	"2019"	"2019"	709	71813	987.3
	"Rutherford County, TN"	"47149"	"2015"	"2015"	1869	298612	625.9
	"Rutherford County, TN"	"47149"	"2016"	"2016"	1941	308251	629.7
	"Rutherford County, TN"	"47149"	"2017"	"2017"	2124	317157	669.7
