"Notes"	"Residence State"	"Residence State Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Pennsylvania"	"42"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	406	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	390	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	388	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2020"	"2020"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2020"	"2020"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2020"	"2020"	"Mar., 2020"	"2020/03"	Suppressed	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2020"	"2020"	"Apr., 2020"	"2020/04"	297	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2020"	"2020"	"May, 2020"	"2020/05"	401	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2020"	"2020"	"Jun., 2020"	"2020/06"	119	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2020"	"2020"	"Jul., 2020"	"2020/07"	28	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2020"	"2020"	"Aug., 2020"	"2020/08"	30	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2020"	"2020"	"Sep., 2020"	"2020/09"	39	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2020"	"2020"	"Oct., 2020"	"2020/10"	77	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2020"	"2020"	"Nov., 2020"	"2020/11"	169	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2020"	"2020"	"Dec., 2020"	"2020/12"	420	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2021"	"2021"	"Jan., 2021"	"2021/01"	339	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2021"	"2021"	"Feb., 2021"	"2021/02"	137	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2021"	"2021"	"Mar., 2021"	"2021/03"	61	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2021"	"2021"	"Apr., 2021"	"2021/04"	40	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2021"	"2021"	"May, 2021"	"2021/05"	34	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2021"	"2021"	"Jun., 2021"	"2021/06"	13	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2021"	"2021"	"Jul., 2021"	"2021/07"	Suppressed	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2021"	"2021"	"Aug., 2021"	"2021/08"	31	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2021"	"2021"	"Sep., 2021"	"2021/09"	60	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2021"	"2021"	"Oct., 2021"	"2021/10"	45	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2021"	"2021"	"Nov., 2021"	"2021/11"	62	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2021"	"2021"	"Dec., 2021"	"2021/12"	153	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	266	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	88	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	15	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	17	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	25	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	16	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	14	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	16	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	13	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	18	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	16	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	31	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2020"	"2020"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2020"	"2020"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2020"	"2020"	"Mar., 2020"	"2020/03"	32	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2020"	"2020"	"Apr., 2020"	"2020/04"	243	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2020"	"2020"	"May, 2020"	"2020/05"	272	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2020"	"2020"	"Jun., 2020"	"2020/06"	270	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2020"	"2020"	"Jul., 2020"	"2020/07"	965	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2020"	"2020"	"Aug., 2020"	"2020/08"	911	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2020"	"2020"	"Sep., 2020"	"2020/09"	544	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2020"	"2020"	"Oct., 2020"	"2020/10"	453	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2020"	"2020"	"Nov., 2020"	"2020/11"	490	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2020"	"2020"	"Dec., 2020"	"2020/12"	1097	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2021"	"2021"	"Jan., 2021"	"2021/01"	2035	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2021"	"2021"	"Feb., 2021"	"2021/02"	1010	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2021"	"2021"	"Mar., 2021"	"2021/03"	451	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2021"	"2021"	"Apr., 2021"	"2021/04"	304	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2021"	"2021"	"May, 2021"	"2021/05"	192	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2021"	"2021"	"Jun., 2021"	"2021/06"	86	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2021"	"2021"	"Jul., 2021"	"2021/07"	126	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2021"	"2021"	"Aug., 2021"	"2021/08"	1112	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2021"	"2021"	"Sep., 2021"	"2021/09"	1958	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2021"	"2021"	"Oct., 2021"	"2021/10"	1001	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2021"	"2021"	"Nov., 2021"	"2021/11"	378	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2021"	"2021"	"Dec., 2021"	"2021/12"	435	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	1265	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	992	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	208	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	47	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	67	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	84	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	162	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	209	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	121	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	104	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	70	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	170	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2020"	"2020"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2020"	"2020"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2020"	"2020"	"Mar., 2020"	"2020/03"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2020"	"2020"	"Apr., 2020"	"2020/04"	22	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2020"	"2020"	"May, 2020"	"2020/05"	46	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2020"	"2020"	"Jun., 2020"	"2020/06"	36	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2020"	"2020"	"Jul., 2020"	"2020/07"	40	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2020"	"2020"	"Aug., 2020"	"2020/08"	33	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2020"	"2020"	"Sep., 2020"	"2020/09"	87	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2020"	"2020"	"Oct., 2020"	"2020/10"	230	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2020"	"2020"	"Nov., 2020"	"2020/11"	636	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2020"	"2020"	"Dec., 2020"	"2020/12"	364	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2021"	"2021"	"Jan., 2021"	"2021/01"	153	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2021"	"2021"	"Feb., 2021"	"2021/02"	49	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2021"	"2021"	"Mar., 2021"	"2021/03"	31	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2021"	"2021"	"Apr., 2021"	"2021/04"	31	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2021"	"2021"	"May, 2021"	"2021/05"	19	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2021"	"2021"	"Jun., 2021"	"2021/06"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2021"	"2021"	"Jul., 2021"	"2021/07"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2021"	"2021"	"Aug., 2021"	"2021/08"	37	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2021"	"2021"	"Sep., 2021"	"2021/09"	94	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2021"	"2021"	"Oct., 2021"	"2021/10"	98	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2021"	"2021"	"Nov., 2021"	"2021/11"	104	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2021"	"2021"	"Dec., 2021"	"2021/12"	143	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	159	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	102	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	28	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	14	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	20	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	28	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	26	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	17	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	21	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	21	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2020"	"2020"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2020"	"2020"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2020"	"2020"	"Mar., 2020"	"2020/03"	32	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2020"	"2020"	"Apr., 2020"	"2020/04"	173	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2020"	"2020"	"May, 2020"	"2020/05"	181	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2020"	"2020"	"Jun., 2020"	"2020/06"	191	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2020"	"2020"	"Jul., 2020"	"2020/07"	492	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2020"	"2020"	"Aug., 2020"	"2020/08"	609	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2020"	"2020"	"Sep., 2020"	"2020/09"	592	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2020"	"2020"	"Oct., 2020"	"2020/10"	842	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2020"	"2020"	"Nov., 2020"	"2020/11"	1361	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2020"	"2020"	"Dec., 2020"	"2020/12"	2365	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2021"	"2021"	"Jan., 2021"	"2021/01"	2491	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2021"	"2021"	"Feb., 2021"	"2021/02"	802	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2021"	"2021"	"Mar., 2021"	"2021/03"	459	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2021"	"2021"	"Apr., 2021"	"2021/04"	398	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2021"	"2021"	"May, 2021"	"2021/05"	357	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2021"	"2021"	"Jun., 2021"	"2021/06"	157	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2021"	"2021"	"Jul., 2021"	"2021/07"	223	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2021"	"2021"	"Aug., 2021"	"2021/08"	1493	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2021"	"2021"	"Sep., 2021"	"2021/09"	2785	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2021"	"2021"	"Oct., 2021"	"2021/10"	1386	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2021"	"2021"	"Nov., 2021"	"2021/11"	575	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2021"	"2021"	"Dec., 2021"	"2021/12"	785	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	1816	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	1490	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	418	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	91	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	88	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	138	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	268	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	319	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	216	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	172	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	172	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	210	Not Applicable	Not Applicable
	"Texas"	"48"	"2020"	"2020"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Texas"	"48"	"2020"	"2020"	"Feb., 2020"	"2020/02"	Suppressed	Not Applicable	Not Applicable
	"Texas"	"48"	"2020"	"2020"	"Mar., 2020"	"2020/03"	95	Not Applicable	Not Applicable
	"Texas"	"48"	"2020"	"2020"	"Apr., 2020"	"2020/04"	874	Not Applicable	Not Applicable
	"Texas"	"48"	"2020"	"2020"	"May, 2020"	"2020/05"	907	Not Applicable	Not Applicable
	"Texas"	"48"	"2020"	"2020"	"Jun., 2020"	"2020/06"	1332	Not Applicable	Not Applicable
	"Texas"	"48"	"2020"	"2020"	"Jul., 2020"	"2020/07"	6533	Not Applicable	Not Applicable
	"Texas"	"48"	"2020"	"2020"	"Aug., 2020"	"2020/08"	4769	Not Applicable	Not Applicable
	"Texas"	"48"	"2020"	"2020"	"Sep., 2020"	"2020/09"	2081	Not Applicable	Not Applicable
	"Texas"	"48"	"2020"	"2020"	"Oct., 2020"	"2020/10"	2532	Not Applicable	Not Applicable
	"Texas"	"48"	"2020"	"2020"	"Nov., 2020"	"2020/11"	4743	Not Applicable	Not Applicable
	"Texas"	"48"	"2020"	"2020"	"Dec., 2020"	"2020/12"	6973	Not Applicable	Not Applicable
	"Texas"	"48"	"2021"	"2021"	"Jan., 2021"	"2021/01"	9857	Not Applicable	Not Applicable
	"Texas"	"48"	"2021"	"2021"	"Feb., 2021"	"2021/02"	5225	Not Applicable	Not Applicable
	"Texas"	"48"	"2021"	"2021"	"Mar., 2021"	"2021/03"	2334	Not Applicable	Not Applicable
	"Texas"	"48"	"2021"	"2021"	"Apr., 2021"	"2021/04"	1241	Not Applicable	Not Applicable
	"Texas"	"48"	"2021"	"2021"	"May, 2021"	"2021/05"	1020	Not Applicable	Not Applicable
	"Texas"	"48"	"2021"	"2021"	"Jun., 2021"	"2021/06"	628	Not Applicable	Not Applicable
	"Texas"	"48"	"2021"	"2021"	"Jul., 2021"	"2021/07"	1181	Not Applicable	Not Applicable
	"Texas"	"48"	"2021"	"2021"	"Aug., 2021"	"2021/08"	6867	Not Applicable	Not Applicable
	"Texas"	"48"	"2021"	"2021"	"Sep., 2021"	"2021/09"	8329	Not Applicable	Not Applicable
	"Texas"	"48"	"2021"	"2021"	"Oct., 2021"	"2021/10"	4114	Not Applicable	Not Applicable
	"Texas"	"48"	"2021"	"2021"	"Nov., 2021"	"2021/11"	1705	Not Applicable	Not Applicable
	"Texas"	"48"	"2021"	"2021"	"Dec., 2021"	"2021/12"	2015	Not Applicable	Not Applicable
	"Texas"	"48"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	5572	Not Applicable	Not Applicable
	"Texas"	"48"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	4018	Not Applicable	Not Applicable
	"Texas"	"48"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	970	Not Applicable	Not Applicable
	"Texas"	"48"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	258	Not Applicable	Not Applicable
	"Texas"	"48"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	187	Not Applicable	Not Applicable
	"Texas"	"48"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	357	Not Applicable	Not Applicable
	"Texas"	"48"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	781	Not Applicable	Not Applicable
	"Texas"	"48"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	785	Not Applicable	Not Applicable
	"Texas"	"48"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	496	Not Applicable	Not Applicable
	"Texas"	"48"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	290	Not Applicable	Not Applicable
	"Texas"	"48"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	268	Not Applicable	Not Applicable
	"Texas"	"48"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	599	Not Applicable	Not Applicable
	"Utah"	"49"	"2020"	"2020"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Utah"	"49"	"2020"	"2020"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"Utah"	"49"	"2020"	"2020"	"Mar., 2020"	"2020/03"	Suppressed	Not Applicable	Not Applicable
	"Utah"	"49"	"2020"	"2020"	"Apr., 2020"	"2020/04"	39	Not Applicable	Not Applicable
	"Utah"	"49"	"2020"	"2020"	"May, 2020"	"2020/05"	68	Not Applicable	Not Applicable
	"Utah"	"49"	"2020"	"2020"	"Jun., 2020"	"2020/06"	65	Not Applicable	Not Applicable
	"Utah"	"49"	"2020"	"2020"	"Jul., 2020"	"2020/07"	124	Not Applicable	Not Applicable
	"Utah"	"49"	"2020"	"2020"	"Aug., 2020"	"2020/08"	73	Not Applicable	Not Applicable
	"Utah"	"49"	"2020"	"2020"	"Sep., 2020"	"2020/09"	57	Not Applicable	Not Applicable
	"Utah"	"49"	"2020"	"2020"	"Oct., 2020"	"2020/10"	151	Not Applicable	Not Applicable
	"Utah"	"49"	"2020"	"2020"	"Nov., 2020"	"2020/11"	351	Not Applicable	Not Applicable
	"Utah"	"49"	"2020"	"2020"	"Dec., 2020"	"2020/12"	431	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Jan., 2021"	"2021/01"	371	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Feb., 2021"	"2021/02"	143	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Mar., 2021"	"2021/03"	80	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Apr., 2021"	"2021/04"	50	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"May, 2021"	"2021/05"	47	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Jun., 2021"	"2021/06"	61	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Jul., 2021"	"2021/07"	104	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Aug., 2021"	"2021/08"	209	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Sep., 2021"	"2021/09"	289	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Oct., 2021"	"2021/10"	329	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Nov., 2021"	"2021/11"	318	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Dec., 2021"	"2021/12"	251	Not Applicable	Not Applicable
	"Utah"	"49"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	339	Not Applicable	Not Applicable
	"Utah"	"49"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	228	Not Applicable	Not Applicable
	"Utah"	"49"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	67	Not Applicable	Not Applicable
	"Utah"	"49"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	11	Not Applicable	Not Applicable
	"Utah"	"49"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	17	Not Applicable	Not Applicable
	"Utah"	"49"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	38	Not Applicable	Not Applicable
	"Utah"	"49"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	61	Not Applicable	Not Applicable
	"Utah"	"49"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	38	Not Applicable	Not Applicable
	"Utah"	"49"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	31	Not Applicable	Not Applicable
	"Utah"	"49"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	33	Not Applicable	Not Applicable
	"Utah"	"49"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	40	Not Applicable	Not Applicable
	"Utah"	"49"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	64	Not Applicable	Not Applicable
	"Vermont"	"50"	"2020"	"2020"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Vermont"	"50"	"2020"	"2020"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"Vermont"	"50"	"2020"	"2020"	"Mar., 2020"	"2020/03"	17	Not Applicable	Not Applicable
	"Vermont"	"50"	"2020"	"2020"	"Apr., 2020"	"2020/04"	41	Not Applicable	Not Applicable
	"Vermont"	"50"	"2020"	"2020"	"May, 2020"	"2020/05"	Suppressed	Not Applicable	Not Applicable
	"Vermont"	"50"	"2020"	"2020"	"Jun., 2020"	"2020/06"	0	Not Applicable	Not Applicable
	"Vermont"	"50"	"2020"	"2020"	"Jul., 2020"	"2020/07"	Suppressed	Not Applicable	Not Applicable
	"Vermont"	"50"	"2020"	"2020"	"Aug., 2020"	"2020/08"	Suppressed	Not Applicable	Not Applicable
	"Vermont"	"50"	"2020"	"2020"	"Sep., 2020"	"2020/09"	0	Not Applicable	Not Applicable
	"Vermont"	"50"	"2020"	"2020"	"Oct., 2020"	"2020/10"	0	Not Applicable	Not Applicable
	"Vermont"	"50"	"2020"	"2020"	"Nov., 2020"	"2020/11"	15	Not Applicable	Not Applicable
	"Vermont"	"50"	"2020"	"2020"	"Dec., 2020"	"2020/12"	62	Not Applicable	Not Applicable
	"Vermont"	"50"	"2021"	"2021"	"Jan., 2021"	"2021/01"	30	Not Applicable	Not Applicable
	"Vermont"	"50"	"2021"	"2021"	"Feb., 2021"	"2021/02"	18	Not Applicable	Not Applicable
	"Vermont"	"50"	"2021"	"2021"	"Mar., 2021"	"2021/03"	19	Not Applicable	Not Applicable
