"Notes"	"Residence County"	"Residence County Code"	Deaths	Population	Crude Rate
	"Lee County, SC"	"45061"	Suppressed	Not Applicable	Not Applicable
	"Lexington County, SC"	"45063"	45	Not Applicable	Not Applicable
	"McCormick County, SC"	"45065"	Suppressed	Not Applicable	Not Applicable
	"Marion County, SC"	"45067"	Suppressed	Not Applicable	Not Applicable
	"Marlboro County, SC"	"45069"	Suppressed	Not Applicable	Not Applicable
	"Newberry County, SC"	"45071"	Suppressed	Not Applicable	Not Applicable
	"Oconee County, SC"	"45073"	17	Not Applicable	Not Applicable
	"Orangeburg County, SC"	"45075"	19	Not Applicable	Not Applicable
	"Pickens County, SC"	"45077"	29	Not Applicable	Not Applicable
	"Richland County, SC"	"45079"	45	Not Applicable	Not Applicable
	"Saluda County, SC"	"45081"	Suppressed	Not Applicable	Not Applicable
	"Spartanburg County, SC"	"45083"	41	Not Applicable	Not Applicable
	"Sumter County, SC"	"45085"	19	Not Applicable	Not Applicable
	"Union County, SC"	"45087"	Suppressed	Not Applicable	Not Applicable
	"Williamsburg County, SC"	"45089"	Suppressed	Not Applicable	Not Applicable
	"York County, SC"	"45091"	36	Not Applicable	Not Applicable
	"Aurora County, SD"	"46003"	0	Not Applicable	Not Applicable
	"Beadle County, SD"	"46005"	Suppressed	Not Applicable	Not Applicable
	"Bennett County, SD"	"46007"	Suppressed	Not Applicable	Not Applicable
	"Bon Homme County, SD"	"46009"	Suppressed	Not Applicable	Not Applicable
	"Brookings County, SD"	"46011"	Suppressed	Not Applicable	Not Applicable
	"Brown County, SD"	"46013"	Suppressed	Not Applicable	Not Applicable
	"Brule County, SD"	"46015"	Suppressed	Not Applicable	Not Applicable
	"Buffalo County, SD"	"46017"	0	Not Applicable	Not Applicable
	"Butte County, SD"	"46019"	Suppressed	Not Applicable	Not Applicable
	"Campbell County, SD"	"46021"	0	Not Applicable	Not Applicable
	"Charles Mix County, SD"	"46023"	Suppressed	Not Applicable	Not Applicable
	"Clark County, SD"	"46025"	Suppressed	Not Applicable	Not Applicable
	"Clay County, SD"	"46027"	Suppressed	Not Applicable	Not Applicable
	"Codington County, SD"	"46029"	Suppressed	Not Applicable	Not Applicable
	"Corson County, SD"	"46031"	Suppressed	Not Applicable	Not Applicable
	"Custer County, SD"	"46033"	Suppressed	Not Applicable	Not Applicable
	"Davison County, SD"	"46035"	Suppressed	Not Applicable	Not Applicable
	"Day County, SD"	"46037"	Suppressed	Not Applicable	Not Applicable
	"Deuel County, SD"	"46039"	0	Not Applicable	Not Applicable
	"Dewey County, SD"	"46041"	0	Not Applicable	Not Applicable
	"Douglas County, SD"	"46043"	0	Not Applicable	Not Applicable
	"Edmunds County, SD"	"46045"	0	Not Applicable	Not Applicable
	"Fall River County, SD"	"46047"	0	Not Applicable	Not Applicable
	"Faulk County, SD"	"46049"	0	Not Applicable	Not Applicable
	"Grant County, SD"	"46051"	Suppressed	Not Applicable	Not Applicable
	"Gregory County, SD"	"46053"	0	Not Applicable	Not Applicable
	"Haakon County, SD"	"46055"	0	Not Applicable	Not Applicable
	"Hamlin County, SD"	"46057"	0	Not Applicable	Not Applicable
	"Hand County, SD"	"46059"	Suppressed	Not Applicable	Not Applicable
	"Hanson County, SD"	"46061"	0	Not Applicable	Not Applicable
	"Harding County, SD"	"46063"	0	Not Applicable	Not Applicable
	"Hughes County, SD"	"46065"	Suppressed	Not Applicable	Not Applicable
	"Hutchinson County, SD"	"46067"	0	Not Applicable	Not Applicable
	"Hyde County, SD"	"46069"	0	Not Applicable	Not Applicable
	"Jackson County, SD"	"46071"	0	Not Applicable	Not Applicable
	"Jerauld County, SD"	"46073"	0	Not Applicable	Not Applicable
	"Jones County, SD"	"46075"	0	Not Applicable	Not Applicable
	"Kingsbury County, SD"	"46077"	Suppressed	Not Applicable	Not Applicable
	"Lake County, SD"	"46079"	0	Not Applicable	Not Applicable
	"Lawrence County, SD"	"46081"	Suppressed	Not Applicable	Not Applicable
	"Lincoln County, SD"	"46083"	0	Not Applicable	Not Applicable
	"Lyman County, SD"	"46085"	Suppressed	Not Applicable	Not Applicable
	"McCook County, SD"	"46087"	Suppressed	Not Applicable	Not Applicable
	"McPherson County, SD"	"46089"	Suppressed	Not Applicable	Not Applicable
	"Marshall County, SD"	"46091"	0	Not Applicable	Not Applicable
	"Meade County, SD"	"46093"	Suppressed	Not Applicable	Not Applicable
	"Mellette County, SD"	"46095"	0	Not Applicable	Not Applicable
	"Miner County, SD"	"46097"	0	Not Applicable	Not Applicable
	"Minnehaha County, SD"	"46099"	16	Not Applicable	Not Applicable
	"Moody County, SD"	"46101"	0	Not Applicable	Not Applicable
	"Pennington County, SD"	"46103"	20	Not Applicable	Not Applicable
	"Perkins County, SD"	"46105"	0	Not Applicable	Not Applicable
	"Potter County, SD"	"46107"	0	Not Applicable	Not Applicable
	"Roberts County, SD"	"46109"	Suppressed	Not Applicable	Not Applicable
	"Sanborn County, SD"	"46111"	0	Not Applicable	Not Applicable
	"Shannon County, SD"	"46113"	Suppressed	Not Applicable	Not Applicable
	"Spink County, SD"	"46115"	Suppressed	Not Applicable	Not Applicable
	"Stanley County, SD"	"46117"	Suppressed	Not Applicable	Not Applicable
	"Sully County, SD"	"46119"	0	Not Applicable	Not Applicable
	"Todd County, SD"	"46121"	0	Not Applicable	Not Applicable
	"Tripp County, SD"	"46123"	Suppressed	Not Applicable	Not Applicable
	"Turner County, SD"	"46125"	Suppressed	Not Applicable	Not Applicable
	"Union County, SD"	"46127"	Suppressed	Not Applicable	Not Applicable
	"Walworth County, SD"	"46129"	Suppressed	Not Applicable	Not Applicable
	"Yankton County, SD"	"46135"	Suppressed	Not Applicable	Not Applicable
	"Ziebach County, SD"	"46137"	0	Not Applicable	Not Applicable
	"Anderson County, TN"	"47001"	29	Not Applicable	Not Applicable
	"Bedford County, TN"	"47003"	11	Not Applicable	Not Applicable
	"Benton County, TN"	"47005"	Suppressed	Not Applicable	Not Applicable
	"Bledsoe County, TN"	"47007"	Suppressed	Not Applicable	Not Applicable
	"Blount County, TN"	"47009"	31	Not Applicable	Not Applicable
	"Bradley County, TN"	"47011"	20	Not Applicable	Not Applicable
	"Campbell County, TN"	"47013"	15	Not Applicable	Not Applicable
	"Cannon County, TN"	"47015"	Suppressed	Not Applicable	Not Applicable
	"Carroll County, TN"	"47017"	Suppressed	Not Applicable	Not Applicable
	"Carter County, TN"	"47019"	21	Not Applicable	Not Applicable
	"Cheatham County, TN"	"47021"	Suppressed	Not Applicable	Not Applicable
	"Chester County, TN"	"47023"	Suppressed	Not Applicable	Not Applicable
	"Claiborne County, TN"	"47025"	16	Not Applicable	Not Applicable
	"Clay County, TN"	"47027"	Suppressed	Not Applicable	Not Applicable
	"Cocke County, TN"	"47029"	16	Not Applicable	Not Applicable
	"Coffee County, TN"	"47031"	13	Not Applicable	Not Applicable
	"Crockett County, TN"	"47033"	Suppressed	Not Applicable	Not Applicable
	"Cumberland County, TN"	"47035"	11	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	71	Not Applicable	Not Applicable
	"Decatur County, TN"	"47039"	Suppressed	Not Applicable	Not Applicable
	"DeKalb County, TN"	"47041"	Suppressed	Not Applicable	Not Applicable
	"Dickson County, TN"	"47043"	Suppressed	Not Applicable	Not Applicable
	"Dyer County, TN"	"47045"	10	Not Applicable	Not Applicable
	"Fayette County, TN"	"47047"	Suppressed	Not Applicable	Not Applicable
	"Fentress County, TN"	"47049"	Suppressed	Not Applicable	Not Applicable
	"Franklin County, TN"	"47051"	14	Not Applicable	Not Applicable
	"Gibson County, TN"	"47053"	Suppressed	Not Applicable	Not Applicable
	"Giles County, TN"	"47055"	Suppressed	Not Applicable	Not Applicable
	"Grainger County, TN"	"47057"	10	Not Applicable	Not Applicable
	"Greene County, TN"	"47059"	24	Not Applicable	Not Applicable
	"Grundy County, TN"	"47061"	Suppressed	Not Applicable	Not Applicable
	"Hamblen County, TN"	"47063"	19	Not Applicable	Not Applicable
	"Hamilton County, TN"	"47065"	58	Not Applicable	Not Applicable
	"Hancock County, TN"	"47067"	Suppressed	Not Applicable	Not Applicable
	"Hardeman County, TN"	"47069"	Suppressed	Not Applicable	Not Applicable
	"Hardin County, TN"	"47071"	21	Not Applicable	Not Applicable
	"Hawkins County, TN"	"47073"	27	Not Applicable	Not Applicable
	"Haywood County, TN"	"47075"	Suppressed	Not Applicable	Not Applicable
	"Henderson County, TN"	"47077"	11	Not Applicable	Not Applicable
	"Henry County, TN"	"47079"	Suppressed	Not Applicable	Not Applicable
	"Hickman County, TN"	"47081"	Suppressed	Not Applicable	Not Applicable
	"Houston County, TN"	"47083"	Suppressed	Not Applicable	Not Applicable
	"Humphreys County, TN"	"47085"	Suppressed	Not Applicable	Not Applicable
	"Jackson County, TN"	"47087"	Suppressed	Not Applicable	Not Applicable
	"Jefferson County, TN"	"47089"	19	Not Applicable	Not Applicable
	"Johnson County, TN"	"47091"	11	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	100	Not Applicable	Not Applicable
	"Lake County, TN"	"47095"	Suppressed	Not Applicable	Not Applicable
	"Lauderdale County, TN"	"47097"	Suppressed	Not Applicable	Not Applicable
	"Lawrence County, TN"	"47099"	16	Not Applicable	Not Applicable
	"Lewis County, TN"	"47101"	Suppressed	Not Applicable	Not Applicable
	"Lincoln County, TN"	"47103"	10	Not Applicable	Not Applicable
	"Loudon County, TN"	"47105"	15	Not Applicable	Not Applicable
	"McMinn County, TN"	"47107"	16	Not Applicable	Not Applicable
	"McNairy County, TN"	"47109"	10	Not Applicable	Not Applicable
	"Macon County, TN"	"47111"	Suppressed	Not Applicable	Not Applicable
	"Madison County, TN"	"47113"	26	Not Applicable	Not Applicable
	"Marion County, TN"	"47115"	Suppressed	Not Applicable	Not Applicable
	"Marshall County, TN"	"47117"	Suppressed	Not Applicable	Not Applicable
	"Maury County, TN"	"47119"	18	Not Applicable	Not Applicable
	"Meigs County, TN"	"47121"	Suppressed	Not Applicable	Not Applicable
	"Monroe County, TN"	"47123"	11	Not Applicable	Not Applicable
	"Montgomery County, TN"	"47125"	23	Not Applicable	Not Applicable
	"Moore County, TN"	"47127"	Suppressed	Not Applicable	Not Applicable
	"Morgan County, TN"	"47129"	Suppressed	Not Applicable	Not Applicable
	"Obion County, TN"	"47131"	Suppressed	Not Applicable	Not Applicable
	"Overton County, TN"	"47133"	Suppressed	Not Applicable	Not Applicable
	"Perry County, TN"	"47135"	Suppressed	Not Applicable	Not Applicable
	"Pickett County, TN"	"47137"	Suppressed	Not Applicable	Not Applicable
	"Polk County, TN"	"47139"	Suppressed	Not Applicable	Not Applicable
	"Putnam County, TN"	"47141"	Suppressed	Not Applicable	Not Applicable
	"Rhea County, TN"	"47143"	Suppressed	Not Applicable	Not Applicable
	"Roane County, TN"	"47145"	16	Not Applicable	Not Applicable
	"Robertson County, TN"	"47147"	16	Not Applicable	Not Applicable
	"Rutherford County, TN"	"47149"	32	Not Applicable	Not Applicable
	"Scott County, TN"	"47151"	10	Not Applicable	Not Applicable
	"Sequatchie County, TN"	"47153"	Suppressed	Not Applicable	Not Applicable
	"Sevier County, TN"	"47155"	20	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	119	Not Applicable	Not Applicable
	"Smith County, TN"	"47159"	Suppressed	Not Applicable	Not Applicable
	"Stewart County, TN"	"47161"	Suppressed	Not Applicable	Not Applicable
	"Sullivan County, TN"	"47163"	47	Not Applicable	Not Applicable
	"Sumner County, TN"	"47165"	32	Not Applicable	Not Applicable
	"Tipton County, TN"	"47167"	Suppressed	Not Applicable	Not Applicable
	"Trousdale County, TN"	"47169"	0	Not Applicable	Not Applicable
	"Unicoi County, TN"	"47171"	Suppressed	Not Applicable	Not Applicable
	"Union County, TN"	"47173"	Suppressed	Not Applicable	Not Applicable
	"Van Buren County, TN"	"47175"	Suppressed	Not Applicable	Not Applicable
	"Warren County, TN"	"47177"	Suppressed	Not Applicable	Not Applicable
	"Washington County, TN"	"47179"	24	Not Applicable	Not Applicable
	"Wayne County, TN"	"47181"	Suppressed	Not Applicable	Not Applicable
	"Weakley County, TN"	"47183"	12	Not Applicable	Not Applicable
	"White County, TN"	"47185"	Suppressed	Not Applicable	Not Applicable
	"Williamson County, TN"	"47187"	15	Not Applicable	Not Applicable
	"Wilson County, TN"	"47189"	25	Not Applicable	Not Applicable
	"Anderson County, TX"	"48001"	15	Not Applicable	Not Applicable
	"Andrews County, TX"	"48003"	Suppressed	Not Applicable	Not Applicable
	"Angelina County, TX"	"48005"	14	Not Applicable	Not Applicable
	"Aransas County, TX"	"48007"	Suppressed	Not Applicable	Not Applicable
	"Archer County, TX"	"48009"	0	Not Applicable	Not Applicable
	"Armstrong County, TX"	"48011"	Suppressed	Not Applicable	Not Applicable
	"Atascosa County, TX"	"48013"	Suppressed	Not Applicable	Not Applicable
	"Austin County, TX"	"48015"	Suppressed	Not Applicable	Not Applicable
	"Bailey County, TX"	"48017"	0	Not Applicable	Not Applicable
	"Bandera County, TX"	"48019"	Suppressed	Not Applicable	Not Applicable
	"Bastrop County, TX"	"48021"	11	Not Applicable	Not Applicable
	"Baylor County, TX"	"48023"	Suppressed	Not Applicable	Not Applicable
	"Bee County, TX"	"48025"	Suppressed	Not Applicable	Not Applicable
	"Bell County, TX"	"48027"	39	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	248	Not Applicable	Not Applicable
	"Blanco County, TX"	"48031"	Suppressed	Not Applicable	Not Applicable
	"Borden County, TX"	"48033"	0	Not Applicable	Not Applicable
	"Bosque County, TX"	"48035"	Suppressed	Not Applicable	Not Applicable
	"Bowie County, TX"	"48037"	26	Not Applicable	Not Applicable
	"Brazoria County, TX"	"48039"	32	Not Applicable	Not Applicable
	"Brazos County, TX"	"48041"	20	Not Applicable	Not Applicable
	"Brewster County, TX"	"48043"	Suppressed	Not Applicable	Not Applicable
	"Briscoe County, TX"	"48045"	0	Not Applicable	Not Applicable
	"Brooks County, TX"	"48047"	0	Not Applicable	Not Applicable
	"Brown County, TX"	"48049"	Suppressed	Not Applicable	Not Applicable
	"Burleson County, TX"	"48051"	Suppressed	Not Applicable	Not Applicable
	"Burnet County, TX"	"48053"	Suppressed	Not Applicable	Not Applicable
	"Caldwell County, TX"	"48055"	Suppressed	Not Applicable	Not Applicable
	"Calhoun County, TX"	"48057"	Suppressed	Not Applicable	Not Applicable
	"Callahan County, TX"	"48059"	Suppressed	Not Applicable	Not Applicable
	"Cameron County, TX"	"48061"	57	Not Applicable	Not Applicable
	"Camp County, TX"	"48063"	Suppressed	Not Applicable	Not Applicable
	"Carson County, TX"	"48065"	Suppressed	Not Applicable	Not Applicable
	"Cass County, TX"	"48067"	Suppressed	Not Applicable	Not Applicable
	"Castro County, TX"	"48069"	Suppressed	Not Applicable	Not Applicable
	"Chambers County, TX"	"48071"	Suppressed	Not Applicable	Not Applicable
	"Cherokee County, TX"	"48073"	Suppressed	Not Applicable	Not Applicable
	"Childress County, TX"	"48075"	Suppressed	Not Applicable	Not Applicable
	"Clay County, TX"	"48077"	Suppressed	Not Applicable	Not Applicable
	"Cochran County, TX"	"48079"	0	Not Applicable	Not Applicable
	"Coke County, TX"	"48081"	0	Not Applicable	Not Applicable
	"Coleman County, TX"	"48083"	Suppressed	Not Applicable	Not Applicable
	"Collin County, TX"	"48085"	68	Not Applicable	Not Applicable
	"Collingsworth County, TX"	"48087"	0	Not Applicable	Not Applicable
	"Colorado County, TX"	"48089"	Suppressed	Not Applicable	Not Applicable
	"Comal County, TX"	"48091"	15	Not Applicable	Not Applicable
	"Comanche County, TX"	"48093"	Suppressed	Not Applicable	Not Applicable
	"Concho County, TX"	"48095"	0	Not Applicable	Not Applicable
	"Cooke County, TX"	"48097"	Suppressed	Not Applicable	Not Applicable
	"Coryell County, TX"	"48099"	Suppressed	Not Applicable	Not Applicable
	"Cottle County, TX"	"48101"	0	Not Applicable	Not Applicable
	"Crane County, TX"	"48103"	0	Not Applicable	Not Applicable
	"Crockett County, TX"	"48105"	Suppressed	Not Applicable	Not Applicable
	"Crosby County, TX"	"48107"	Suppressed	Not Applicable	Not Applicable
	"Culberson County, TX"	"48109"	Suppressed	Not Applicable	Not Applicable
	"Dallam County, TX"	"48111"	Suppressed	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	205	Not Applicable	Not Applicable
	"Dawson County, TX"	"48115"	Suppressed	Not Applicable	Not Applicable
	"Deaf Smith County, TX"	"48117"	Suppressed	Not Applicable	Not Applicable
	"Delta County, TX"	"48119"	Suppressed	Not Applicable	Not Applicable
	"Denton County, TX"	"48121"	63	Not Applicable	Not Applicable
	"DeWitt County, TX"	"48123"	Suppressed	Not Applicable	Not Applicable
	"Dickens County, TX"	"48125"	0	Not Applicable	Not Applicable
	"Dimmit County, TX"	"48127"	0	Not Applicable	Not Applicable
	"Donley County, TX"	"48129"	Suppressed	Not Applicable	Not Applicable
	"Duval County, TX"	"48131"	Suppressed	Not Applicable	Not Applicable
	"Eastland County, TX"	"48133"	Suppressed	Not Applicable	Not Applicable
	"Ector County, TX"	"48135"	22	Not Applicable	Not Applicable
	"Edwards County, TX"	"48137"	0	Not Applicable	Not Applicable
	"Ellis County, TX"	"48139"	17	Not Applicable	Not Applicable
	"El Paso County, TX"	"48141"	102	Not Applicable	Not Applicable
	"Erath County, TX"	"48143"	Suppressed	Not Applicable	Not Applicable
	"Falls County, TX"	"48145"	Suppressed	Not Applicable	Not Applicable
	"Fannin County, TX"	"48147"	Suppressed	Not Applicable	Not Applicable
	"Fayette County, TX"	"48149"	12	Not Applicable	Not Applicable
	"Fisher County, TX"	"48151"	Suppressed	Not Applicable	Not Applicable
	"Floyd County, TX"	"48153"	Suppressed	Not Applicable	Not Applicable
	"Foard County, TX"	"48155"	0	Not Applicable	Not Applicable
	"Fort Bend County, TX"	"48157"	57	Not Applicable	Not Applicable
	"Franklin County, TX"	"48159"	Suppressed	Not Applicable	Not Applicable
	"Freestone County, TX"	"48161"	Suppressed	Not Applicable	Not Applicable
	"Frio County, TX"	"48163"	Suppressed	Not Applicable	Not Applicable
	"Gaines County, TX"	"48165"	0	Not Applicable	Not Applicable
	"Galveston County, TX"	"48167"	36	Not Applicable	Not Applicable
	"Garza County, TX"	"48169"	Suppressed	Not Applicable	Not Applicable
	"Gillespie County, TX"	"48171"	Suppressed	Not Applicable	Not Applicable
	"Glasscock County, TX"	"48173"	0	Not Applicable	Not Applicable
	"Goliad County, TX"	"48175"	Suppressed	Not Applicable	Not Applicable
	"Gonzales County, TX"	"48177"	Suppressed	Not Applicable	Not Applicable
	"Gray County, TX"	"48179"	Suppressed	Not Applicable	Not Applicable
	"Grayson County, TX"	"48181"	30	Not Applicable	Not Applicable
	"Gregg County, TX"	"48183"	35	Not Applicable	Not Applicable
	"Grimes County, TX"	"48185"	Suppressed	Not Applicable	Not Applicable
	"Guadalupe County, TX"	"48187"	19	Not Applicable	Not Applicable
	"Hale County, TX"	"48189"	Suppressed	Not Applicable	Not Applicable
	"Hall County, TX"	"48191"	Suppressed	Not Applicable	Not Applicable
	"Hamilton County, TX"	"48193"	Suppressed	Not Applicable	Not Applicable
	"Hansford County, TX"	"48195"	Suppressed	Not Applicable	Not Applicable
	"Hardeman County, TX"	"48197"	0	Not Applicable	Not Applicable
	"Hardin County, TX"	"48199"	Suppressed	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	417	Not Applicable	Not Applicable
	"Harrison County, TX"	"48203"	11	Not Applicable	Not Applicable
	"Hartley County, TX"	"48205"	Suppressed	Not Applicable	Not Applicable
	"Haskell County, TX"	"48207"	0	Not Applicable	Not Applicable
	"Hays County, TX"	"48209"	23	Not Applicable	Not Applicable
	"Hemphill County, TX"	"48211"	Suppressed	Not Applicable	Not Applicable
	"Henderson County, TX"	"48213"	19	Not Applicable	Not Applicable
	"Hidalgo County, TX"	"48215"	109	Not Applicable	Not Applicable
	"Hill County, TX"	"48217"	Suppressed	Not Applicable	Not Applicable
	"Hockley County, TX"	"48219"	Suppressed	Not Applicable	Not Applicable
	"Hood County, TX"	"48221"	20	Not Applicable	Not Applicable
	"Hopkins County, TX"	"48223"	Suppressed	Not Applicable	Not Applicable
	"Houston County, TX"	"48225"	Suppressed	Not Applicable	Not Applicable
	"Howard County, TX"	"48227"	10	Not Applicable	Not Applicable
	"Hudspeth County, TX"	"48229"	0	Not Applicable	Not Applicable
	"Hunt County, TX"	"48231"	15	Not Applicable	Not Applicable
	"Hutchinson County, TX"	"48233"	Suppressed	Not Applicable	Not Applicable
	"Irion County, TX"	"48235"	0	Not Applicable	Not Applicable
	"Jack County, TX"	"48237"	Suppressed	Not Applicable	Not Applicable
	"Jackson County, TX"	"48239"	0	Not Applicable	Not Applicable
	"Jasper County, TX"	"48241"	13	Not Applicable	Not Applicable
	"Jeff Davis County, TX"	"48243"	Suppressed	Not Applicable	Not Applicable
	"Jefferson County, TX"	"48245"	36	Not Applicable	Not Applicable
	"Jim Hogg County, TX"	"48247"	0	Not Applicable	Not Applicable
	"Jim Wells County, TX"	"48249"	17	Not Applicable	Not Applicable
	"Johnson County, TX"	"48251"	29	Not Applicable	Not Applicable
	"Jones County, TX"	"48253"	Suppressed	Not Applicable	Not Applicable
	"Karnes County, TX"	"48255"	Suppressed	Not Applicable	Not Applicable
	"Kaufman County, TX"	"48257"	15	Not Applicable	Not Applicable
	"Kendall County, TX"	"48259"	Suppressed	Not Applicable	Not Applicable
	"Kenedy County, TX"	"48261"	0	Not Applicable	Not Applicable
	"Kent County, TX"	"48263"	0	Not Applicable	Not Applicable
	"Kerr County, TX"	"48265"	10	Not Applicable	Not Applicable
	"Kimble County, TX"	"48267"	0	Not Applicable	Not Applicable
	"King County, TX"	"48269"	0	Not Applicable	Not Applicable
	"Kinney County, TX"	"48271"	Suppressed	Not Applicable	Not Applicable
	"Kleberg County, TX"	"48273"	Suppressed	Not Applicable	Not Applicable
	"Knox County, TX"	"48275"	0	Not Applicable	Not Applicable
	"Lamar County, TX"	"48277"	15	Not Applicable	Not Applicable
	"Lamb County, TX"	"48279"	Suppressed	Not Applicable	Not Applicable
	"Lampasas County, TX"	"48281"	Suppressed	Not Applicable	Not Applicable
	"La Salle County, TX"	"48283"	Suppressed	Not Applicable	Not Applicable
	"Lavaca County, TX"	"48285"	Suppressed	Not Applicable	Not Applicable
	"Lee County, TX"	"48287"	Suppressed	Not Applicable	Not Applicable
	"Leon County, TX"	"48289"	Suppressed	Not Applicable	Not Applicable
	"Liberty County, TX"	"48291"	10	Not Applicable	Not Applicable
	"Limestone County, TX"	"48293"	Suppressed	Not Applicable	Not Applicable
	"Lipscomb County, TX"	"48295"	Suppressed	Not Applicable	Not Applicable
	"Live Oak County, TX"	"48297"	0	Not Applicable	Not Applicable
	"Llano County, TX"	"48299"	Suppressed	Not Applicable	Not Applicable
	"Loving County, TX"	"48301"	0	Not Applicable	Not Applicable
	"Lubbock County, TX"	"48303"	41	Not Applicable	Not Applicable
	"Lynn County, TX"	"48305"	Suppressed	Not Applicable	Not Applicable
	"McCulloch County, TX"	"48307"	Suppressed	Not Applicable	Not Applicable
	"McLennan County, TX"	"48309"	40	Not Applicable	Not Applicable
	"McMullen County, TX"	"48311"	0	Not Applicable	Not Applicable
	"Madison County, TX"	"48313"	Suppressed	Not Applicable	Not Applicable
	"Marion County, TX"	"48315"	Suppressed	Not Applicable	Not Applicable
	"Martin County, TX"	"48317"	Suppressed	Not Applicable	Not Applicable
	"Mason County, TX"	"48319"	Suppressed	Not Applicable	Not Applicable
	"Matagorda County, TX"	"48321"	Suppressed	Not Applicable	Not Applicable
	"Maverick County, TX"	"48323"	Suppressed	Not Applicable	Not Applicable
	"Medina County, TX"	"48325"	12	Not Applicable	Not Applicable
	"Menard County, TX"	"48327"	0	Not Applicable	Not Applicable
	"Midland County, TX"	"48329"	15	Not Applicable	Not Applicable
	"Milam County, TX"	"48331"	Suppressed	Not Applicable	Not Applicable
	"Mills County, TX"	"48333"	Suppressed	Not Applicable	Not Applicable
	"Mitchell County, TX"	"48335"	Suppressed	Not Applicable	Not Applicable
	"Montague County, TX"	"48337"	Suppressed	Not Applicable	Not Applicable
	"Montgomery County, TX"	"48339"	51	Not Applicable	Not Applicable
	"Moore County, TX"	"48341"	Suppressed	Not Applicable	Not Applicable
	"Morris County, TX"	"48343"	Suppressed	Not Applicable	Not Applicable
	"Motley County, TX"	"48345"	0	Not Applicable	Not Applicable
	"Nacogdoches County, TX"	"48347"	14	Not Applicable	Not Applicable
	"Navarro County, TX"	"48349"	Suppressed	Not Applicable	Not Applicable
	"Newton County, TX"	"48351"	Suppressed	Not Applicable	Not Applicable
	"Nolan County, TX"	"48353"	Suppressed	Not Applicable	Not Applicable
	"Nueces County, TX"	"48355"	54	Not Applicable	Not Applicable
	"Ochiltree County, TX"	"48357"	0	Not Applicable	Not Applicable
	"Oldham County, TX"	"48359"	0	Not Applicable	Not Applicable
	"Orange County, TX"	"48361"	16	Not Applicable	Not Applicable
	"Palo Pinto County, TX"	"48363"	Suppressed	Not Applicable	Not Applicable
	"Panola County, TX"	"48365"	Suppressed	Not Applicable	Not Applicable
	"Parker County, TX"	"48367"	21	Not Applicable	Not Applicable
	"Parmer County, TX"	"48369"	0	Not Applicable	Not Applicable
	"Pecos County, TX"	"48371"	Suppressed	Not Applicable	Not Applicable
	"Polk County, TX"	"48373"	13	Not Applicable	Not Applicable
	"Potter County, TX"	"48375"	19	Not Applicable	Not Applicable
	"Presidio County, TX"	"48377"	Suppressed	Not Applicable	Not Applicable
	"Rains County, TX"	"48379"	Suppressed	Not Applicable	Not Applicable
	"Randall County, TX"	"48381"	19	Not Applicable	Not Applicable
	"Reagan County, TX"	"48383"	Suppressed	Not Applicable	Not Applicable
	"Real County, TX"	"48385"	Suppressed	Not Applicable	Not Applicable
	"Red River County, TX"	"48387"	Suppressed	Not Applicable	Not Applicable
	"Reeves County, TX"	"48389"	Suppressed	Not Applicable	Not Applicable
	"Refugio County, TX"	"48391"	Suppressed	Not Applicable	Not Applicable
	"Roberts County, TX"	"48393"	0	Not Applicable	Not Applicable
	"Robertson County, TX"	"48395"	Suppressed	Not Applicable	Not Applicable
	"Rockwall County, TX"	"48397"	Suppressed	Not Applicable	Not Applicable
	"Runnels County, TX"	"48399"	Suppressed	Not Applicable	Not Applicable
	"Rusk County, TX"	"48401"	Suppressed	Not Applicable	Not Applicable
	"Sabine County, TX"	"48403"	Suppressed	Not Applicable	Not Applicable
	"San Augustine County, TX"	"48405"	Suppressed	Not Applicable	Not Applicable
	"San Jacinto County, TX"	"48407"	Suppressed	Not Applicable	Not Applicable
	"San Patricio County, TX"	"48409"	20	Not Applicable	Not Applicable
	"San Saba County, TX"	"48411"	Suppressed	Not Applicable	Not Applicable
	"Schleicher County, TX"	"48413"	0	Not Applicable	Not Applicable
	"Scurry County, TX"	"48415"	Suppressed	Not Applicable	Not Applicable
	"Shackelford County, TX"	"48417"	0	Not Applicable	Not Applicable
	"Shelby County, TX"	"48419"	Suppressed	Not Applicable	Not Applicable
	"Sherman County, TX"	"48421"	Suppressed	Not Applicable	Not Applicable
	"Smith County, TX"	"48423"	28	Not Applicable	Not Applicable
	"Somervell County, TX"	"48425"	Suppressed	Not Applicable	Not Applicable
	"Starr County, TX"	"48427"	Suppressed	Not Applicable	Not Applicable
	"Stephens County, TX"	"48429"	Suppressed	Not Applicable	Not Applicable
	"Sterling County, TX"	"48431"	Suppressed	Not Applicable	Not Applicable
	"Stonewall County, TX"	"48433"	0	Not Applicable	Not Applicable
	"Sutton County, TX"	"48435"	Suppressed	Not Applicable	Not Applicable
	"Swisher County, TX"	"48437"	Suppressed	Not Applicable	Not Applicable
	"Tarrant County, TX"	"48439"	202	Not Applicable	Not Applicable
