fips,state,county,metro,region,metroname,regionname
13219,GA,Oconee,3,5,Md/Sm metro,South Atlantic
13221,GA,Oglethorpe,3,5,Md/Sm metro,South Atlantic
13223,GA,Paulding,2,10,Lg fringe metro,Appalachia
13225,GA,Peach,3,5,Md/Sm metro,South Atlantic
13227,GA,Pickens,2,10,Lg fringe metro,Appalachia
13229,GA,Pierce,4,5,Nonmetro,South Atlantic
13231,GA,Pike,2,5,Lg fringe metro,South Atlantic
13233,GA,Polk,4,10,Nonmetro,Appalachia
13235,GA,Pulaski,3,5,Md/Sm metro,South Atlantic
13237,GA,Putnam,4,5,Nonmetro,South Atlantic
13239,GA,Quitman,4,5,Nonmetro,South Atlantic
13241,GA,Rabun,4,10,Nonmetro,Appalachia
13243,GA,Randolph,4,5,Nonmetro,South Atlantic
13245,GA,Richmond,3,5,Md/Sm metro,South Atlantic
13247,GA,Rockdale,2,5,Lg fringe metro,South Atlantic
13249,GA,Schley,4,5,Nonmetro,South Atlantic
13251,GA,Screven,4,5,Nonmetro,South Atlantic
13253,GA,Seminole,4,5,Nonmetro,South Atlantic
13255,GA,Spalding,2,5,Lg fringe metro,South Atlantic
13257,GA,Stephens,4,10,Nonmetro,Appalachia
13259,GA,Stewart,4,5,Nonmetro,South Atlantic
13261,GA,Sumter,4,5,Nonmetro,South Atlantic
13263,GA,Talbot,4,5,Nonmetro,South Atlantic
13265,GA,Taliaferro,4,5,Nonmetro,South Atlantic
13267,GA,Tattnall,4,5,Nonmetro,South Atlantic
13269,GA,Taylor,4,5,Nonmetro,South Atlantic
13271,GA,Telfair,4,5,Nonmetro,South Atlantic
13273,GA,Terrell,3,5,Md/Sm metro,South Atlantic
13275,GA,Thomas,4,5,Nonmetro,South Atlantic
13277,GA,Tift,4,5,Nonmetro,South Atlantic
13279,GA,Toombs,4,5,Nonmetro,South Atlantic
13281,GA,Towns,4,10,Nonmetro,Appalachia
13283,GA,Treutlen,4,5,Nonmetro,South Atlantic
13285,GA,Troup,4,5,Nonmetro,South Atlantic
13287,GA,Turner,4,5,Nonmetro,South Atlantic
13289,GA,Twiggs,3,5,Md/Sm metro,South Atlantic
13291,GA,Union,4,10,Nonmetro,Appalachia
13293,GA,Upson,4,5,Nonmetro,South Atlantic
13295,GA,Walker,3,10,Md/Sm metro,Appalachia
13297,GA,Walton,2,5,Lg fringe metro,South Atlantic
13299,GA,Ware,4,5,Nonmetro,South Atlantic
13301,GA,Warren,4,5,Nonmetro,South Atlantic
13303,GA,Washington,4,5,Nonmetro,South Atlantic
13305,GA,Wayne,4,5,Nonmetro,South Atlantic
13307,GA,Webster,4,5,Nonmetro,South Atlantic
13309,GA,Wheeler,4,5,Nonmetro,South Atlantic
13311,GA,White,4,10,Nonmetro,Appalachia
13313,GA,Whitfield,3,10,Md/Sm metro,Appalachia
13315,GA,Wilcox,4,5,Nonmetro,South Atlantic
13317,GA,Wilkes,4,5,Nonmetro,South Atlantic
13319,GA,Wilkinson,4,5,Nonmetro,South Atlantic
13321,GA,Worth,3,5,Md/Sm metro,South Atlantic
15001,HI,Hawaii,4,9,Nonmetro,Pacific
15003,HI,Honolulu,3,9,Md/Sm metro,Pacific
15005,HI,Kalawao,3,9,Md/Sm metro,Pacific
15007,HI,Kauai,4,9,Nonmetro,Pacific
15009,HI,Maui,3,9,Md/Sm metro,Pacific
16001,ID,Ada,3,8,Md/Sm metro,Mountain
16003,ID,Adams,4,8,Nonmetro,Mountain
16005,ID,Bannock,3,8,Md/Sm metro,Mountain
16007,ID,Bear Lake,4,8,Nonmetro,Mountain
16009,ID,Benewah,4,8,Nonmetro,Mountain
16011,ID,Bingham,4,8,Nonmetro,Mountain
16013,ID,Blaine,4,8,Nonmetro,Mountain
16015,ID,Boise,3,8,Md/Sm metro,Mountain
16017,ID,Bonner,4,8,Nonmetro,Mountain
16019,ID,Bonneville,3,8,Md/Sm metro,Mountain
16021,ID,Boundary,4,8,Nonmetro,Mountain
16023,ID,Butte,3,8,Md/Sm metro,Mountain
16025,ID,Camas,4,8,Nonmetro,Mountain
16027,ID,Canyon,3,8,Md/Sm metro,Mountain
16029,ID,Caribou,4,8,Nonmetro,Mountain
16031,ID,Cassia,4,8,Nonmetro,Mountain
16033,ID,Clark,4,8,Nonmetro,Mountain
16035,ID,Clearwater,4,8,Nonmetro,Mountain
16037,ID,Custer,4,8,Nonmetro,Mountain
16039,ID,Elmore,4,8,Nonmetro,Mountain
16041,ID,Franklin,3,8,Md/Sm metro,Mountain
16043,ID,Fremont,4,8,Nonmetro,Mountain
16045,ID,Gem,3,8,Md/Sm metro,Mountain
16047,ID,Gooding,4,8,Nonmetro,Mountain
16049,ID,Idaho,4,8,Nonmetro,Mountain
16051,ID,Jefferson,3,8,Md/Sm metro,Mountain
16053,ID,Jerome,4,8,Nonmetro,Mountain
16055,ID,Kootenai,3,8,Md/Sm metro,Mountain
16057,ID,Latah,4,8,Nonmetro,Mountain
16059,ID,Lemhi,4,8,Nonmetro,Mountain
16061,ID,Lewis,4,8,Nonmetro,Mountain
16063,ID,Lincoln,4,8,Nonmetro,Mountain
16065,ID,Madison,4,8,Nonmetro,Mountain
16067,ID,Minidoka,4,8,Nonmetro,Mountain
16069,ID,Nez Perce,3,8,Md/Sm metro,Mountain
16071,ID,Oneida,4,8,Nonmetro,Mountain
16073,ID,Owyhee,3,8,Md/Sm metro,Mountain
16075,ID,Payette,4,8,Nonmetro,Mountain
16077,ID,Power,4,8,Nonmetro,Mountain
16079,ID,Shoshone,4,8,Nonmetro,Mountain
16081,ID,Teton,4,8,Nonmetro,Mountain
16083,ID,Twin Falls,4,8,Nonmetro,Mountain
16085,ID,Valley,4,8,Nonmetro,Mountain
16087,ID,Washington,4,8,Nonmetro,Mountain
17001,IL,Adams,4,3,Nonmetro,East North Central
17003,IL,Alexander,3,3,Md/Sm metro,East North Central
17005,IL,Bond,2,3,Lg fringe metro,East North Central
17007,IL,Boone,3,3,Md/Sm metro,East North Central
17009,IL,Brown,4,3,Nonmetro,East North Central
17011,IL,Bureau,4,3,Nonmetro,East North Central
17013,IL,Calhoun,2,3,Lg fringe metro,East North Central
17015,IL,Carroll,4,3,Nonmetro,East North Central
17017,IL,Cass,4,3,Nonmetro,East North Central
17019,IL,Champaign,3,3,Md/Sm metro,East North Central
17021,IL,Christian,4,3,Nonmetro,East North Central
17023,IL,Clark,4,3,Nonmetro,East North Central
17025,IL,Clay,4,3,Nonmetro,East North Central
17027,IL,Clinton,2,3,Lg fringe metro,East North Central
17029,IL,Coles,4,3,Nonmetro,East North Central
17031,IL,Cook,1,3,Lg central metro,East North Central
17033,IL,Crawford,4,3,Nonmetro,East North Central
17035,IL,Cumberland,4,3,Nonmetro,East North Central
17037,IL,DeKalb,2,3,Lg fringe metro,East North Central
17039,IL,De Witt,3,3,Md/Sm metro,East North Central
17041,IL,Douglas,4,3,Nonmetro,East North Central
17043,IL,DuPage,2,3,Lg fringe metro,East North Central
17045,IL,Edgar,4,3,Nonmetro,East North Central
17047,IL,Edwards,4,3,Nonmetro,East North Central
17049,IL,Effingham,4,3,Nonmetro,East North Central
17051,IL,Fayette,4,3,Nonmetro,East North Central
17053,IL,Ford,3,3,Md/Sm metro,East North Central
17055,IL,Franklin,4,3,Nonmetro,East North Central
17057,IL,Fulton,4,3,Nonmetro,East North Central
17059,IL,Gallatin,4,3,Nonmetro,East North Central
17061,IL,Greene,4,3,Nonmetro,East North Central
17063,IL,Grundy,2,3,Lg fringe metro,East North Central
17065,IL,Hamilton,4,3,Nonmetro,East North Central
17067,IL,Hancock,4,3,Nonmetro,East North Central
17069,IL,Hardin,4,3,Nonmetro,East North Central
17071,IL,Henderson,4,3,Nonmetro,East North Central
17073,IL,Henry,3,3,Md/Sm metro,East North Central
17075,IL,Iroquois,4,3,Nonmetro,East North Central
17077,IL,Jackson,3,3,Md/Sm metro,East North Central
17079,IL,Jasper,4,3,Nonmetro,East North Central
17081,IL,Jefferson,4,3,Nonmetro,East North Central
17083,IL,Jersey,2,3,Lg fringe metro,East North Central
17085,IL,Jo Daviess,4,3,Nonmetro,East North Central
17087,IL,Johnson,4,3,Nonmetro,East North Central
17089,IL,Kane,2,3,Lg fringe metro,East North Central
17091,IL,Kankakee,3,3,Md/Sm metro,East North Central
17093,IL,Kendall,2,3,Lg fringe metro,East North Central
17095,IL,Knox,4,3,Nonmetro,East North Central
17097,IL,Lake,2,3,Lg fringe metro,East North Central
17099,IL,LaSalle,4,3,Nonmetro,East North Central
17101,IL,Lawrence,4,3,Nonmetro,East North Central
17103,IL,Lee,4,3,Nonmetro,East North Central
17105,IL,Livingston,4,3,Nonmetro,East North Central
17107,IL,Logan,4,3,Nonmetro,East North Central
17109,IL,McDonough,4,3,Nonmetro,East North Central
17111,IL,McHenry,2,3,Lg fringe metro,East North Central
17113,IL,McLean,3,3,Md/Sm metro,East North Central
17115,IL,Macon,3,3,Md/Sm metro,East North Central
17117,IL,Macoupin,2,3,Lg fringe metro,East North Central
17119,IL,Madison,2,3,Lg fringe metro,East North Central
17121,IL,Marion,4,3,Nonmetro,East North Central
17123,IL,Marshall,3,3,Md/Sm metro,East North Central
17125,IL,Mason,4,3,Nonmetro,East North Central
17127,IL,Massac,4,3,Nonmetro,East North Central
17129,IL,Menard,3,3,Md/Sm metro,East North Central
17131,IL,Mercer,3,3,Md/Sm metro,East North Central
17133,IL,Monroe,2,3,Lg fringe metro,East North Central
17135,IL,Montgomery,4,3,Nonmetro,East North Central
17137,IL,Morgan,4,3,Nonmetro,East North Central
17139,IL,Moultrie,4,3,Nonmetro,East North Central
17141,IL,Ogle,4,3,Nonmetro,East North Central
17143,IL,Peoria,3,3,Md/Sm metro,East North Central
17145,IL,Perry,4,3,Nonmetro,East North Central
17147,IL,Piatt,3,3,Md/Sm metro,East North Central
17149,IL,Pike,4,3,Nonmetro,East North Central
17151,IL,Pope,4,3,Nonmetro,East North Central
17153,IL,Pulaski,4,3,Nonmetro,East North Central
17155,IL,Putnam,4,3,Nonmetro,East North Central
17157,IL,Randolph,4,3,Nonmetro,East North Central
17159,IL,Richland,4,3,Nonmetro,East North Central
17161,IL,Rock Island,3,3,Md/Sm metro,East North Central
17163,IL,St. Clair,2,3,Lg fringe metro,East North Central
17165,IL,Saline,4,3,Nonmetro,East North Central
17167,IL,Sangamon,3,3,Md/Sm metro,East North Central
17169,IL,Schuyler,4,3,Nonmetro,East North Central
17171,IL,Scott,4,3,Nonmetro,East North Central
17173,IL,Shelby,4,3,Nonmetro,East North Central
17175,IL,Stark,3,3,Md/Sm metro,East North Central
17177,IL,Stephenson,4,3,Nonmetro,East North Central
17179,IL,Tazewell,3,3,Md/Sm metro,East North Central
17181,IL,Union,4,3,Nonmetro,East North Central
17183,IL,Vermilion,3,3,Md/Sm metro,East North Central
17185,IL,Wabash,4,3,Nonmetro,East North Central
17187,IL,Warren,4,3,Nonmetro,East North Central
17189,IL,Washington,4,3,Nonmetro,East North Central
17191,IL,Wayne,4,3,Nonmetro,East North Central
17193,IL,White,4,3,Nonmetro,East North Central
17195,IL,Whiteside,4,3,Nonmetro,East North Central
17197,IL,Will,2,3,Lg fringe metro,East North Central
17199,IL,Williamson,3,3,Md/Sm metro,East North Central
17201,IL,Winnebago,3,3,Md/Sm metro,East North Central
17203,IL,Woodford,3,3,Md/Sm metro,East North Central
18001,IN,Adams,4,3,Nonmetro,East North Central
18003,IN,Allen,3,3,Md/Sm metro,East North Central
18005,IN,Bartholomew,3,3,Md/Sm metro,East North Central
18007,IN,Benton,3,3,Md/Sm metro,East North Central
18009,IN,Blackford,4,3,Nonmetro,East North Central
18011,IN,Boone,2,3,Lg fringe metro,East North Central
18013,IN,Brown,2,3,Lg fringe metro,East North Central
18015,IN,Carroll,3,3,Md/Sm metro,East North Central
18017,IN,Cass,4,3,Nonmetro,East North Central
18019,IN,Clark,2,3,Lg fringe metro,East North Central
18021,IN,Clay,3,3,Md/Sm metro,East North Central
18023,IN,Clinton,4,3,Nonmetro,East North Central
18025,IN,Crawford,4,3,Nonmetro,East North Central
18027,IN,Daviess,4,3,Nonmetro,East North Central
18029,IN,Dearborn,2,3,Lg fringe metro,East North Central
18031,IN,Decatur,4,3,Nonmetro,East North Central
18033,IN,DeKalb,4,3,Nonmetro,East North Central
18035,IN,Delaware,3,3,Md/Sm metro,East North Central
18037,IN,Dubois,4,3,Nonmetro,East North Central
18039,IN,Elkhart,3,3,Md/Sm metro,East North Central
18041,IN,Fayette,4,3,Nonmetro,East North Central
18043,IN,Floyd,2,3,Lg fringe metro,East North Central
18045,IN,Fountain,4,3,Nonmetro,East North Central
18047,IN,Franklin,4,3,Nonmetro,East North Central
18049,IN,Fulton,4,3,Nonmetro,East North Central
18051,IN,Gibson,4,3,Nonmetro,East North Central
18053,IN,Grant,4,3,Nonmetro,East North Central
18055,IN,Greene,4,3,Nonmetro,East North Central
18057,IN,Hamilton,2,3,Lg fringe metro,East North Central
18059,IN,Hancock,2,3,Lg fringe metro,East North Central
18061,IN,Harrison,2,3,Lg fringe metro,East North Central
18063,IN,Hendricks,2,3,Lg fringe metro,East North Central
18065,IN,Henry,4,3,Nonmetro,East North Central
18067,IN,Howard,3,3,Md/Sm metro,East North Central
18069,IN,Huntington,4,3,Nonmetro,East North Central
18071,IN,Jackson,4,3,Nonmetro,East North Central
18073,IN,Jasper,2,3,Lg fringe metro,East North Central
18075,IN,Jay,4,3,Nonmetro,East North Central
18077,IN,Jefferson,4,3,Nonmetro,East North Central
18079,IN,Jennings,4,3,Nonmetro,East North Central
18081,IN,Johnson,2,3,Lg fringe metro,East North Central
18083,IN,Knox,4,3,Nonmetro,East North Central
18085,IN,Kosciusko,4,3,Nonmetro,East North Central
18087,IN,LaGrange,4,3,Nonmetro,East North Central
18089,IN,Lake,2,3,Lg fringe metro,East North Central
18091,IN,LaPorte,3,3,Md/Sm metro,East North Central
18093,IN,Lawrence,4,3,Nonmetro,East North Central
18095,IN,Madison,2,3,Lg fringe metro,East North Central
18097,IN,Marion,1,3,Lg central metro,East North Central
18099,IN,Marshall,4,3,Nonmetro,East North Central
18101,IN,Martin,4,3,Nonmetro,East North Central
18103,IN,Miami,4,3,Nonmetro,East North Central
18105,IN,Monroe,3,3,Md/Sm metro,East North Central
18107,IN,Montgomery,4,3,Nonmetro,East North Central
18109,IN,Morgan,2,3,Lg fringe metro,East North Central
18111,IN,Newton,2,3,Lg fringe metro,East North Central
18113,IN,Noble,4,3,Nonmetro,East North Central
18115,IN,Ohio,2,3,Lg fringe metro,East North Central
18117,IN,Orange,4,3,Nonmetro,East North Central
18119,IN,Owen,3,3,Md/Sm metro,East North Central
18121,IN,Parke,4,3,Nonmetro,East North Central
18123,IN,Perry,4,3,Nonmetro,East North Central
18125,IN,Pike,4,3,Nonmetro,East North Central
18127,IN,Porter,2,3,Lg fringe metro,East North Central
18129,IN,Posey,3,3,Md/Sm metro,East North Central
18131,IN,Pulaski,4,3,Nonmetro,East North Central
18133,IN,Putnam,2,3,Lg fringe metro,East North Central
18135,IN,Randolph,4,3,Nonmetro,East North Central
18137,IN,Ripley,4,3,Nonmetro,East North Central
18139,IN,Rush,4,3,Nonmetro,East North Central
18141,IN,St. Joseph,3,3,Md/Sm metro,East North Central
18143,IN,Scott,2,3,Lg fringe metro,East North Central
18145,IN,Shelby,2,3,Lg fringe metro,East North Central
18147,IN,Spencer,4,3,Nonmetro,East North Central
18149,IN,Starke,4,3,Nonmetro,East North Central
18151,IN,Steuben,4,3,Nonmetro,East North Central
18153,IN,Sullivan,3,3,Md/Sm metro,East North Central
18155,IN,Switzerland,4,3,Nonmetro,East North Central
18157,IN,Tippecanoe,3,3,Md/Sm metro,East North Central
18159,IN,Tipton,4,3,Nonmetro,East North Central
18161,IN,Union,2,3,Lg fringe metro,East North Central
18163,IN,Vanderburgh,3,3,Md/Sm metro,East North Central
18165,IN,Vermillion,3,3,Md/Sm metro,East North Central
18167,IN,Vigo,3,3,Md/Sm metro,East North Central
18169,IN,Wabash,4,3,Nonmetro,East North Central
18171,IN,Warren,4,3,Nonmetro,East North Central
18173,IN,Warrick,3,3,Md/Sm metro,East North Central
18175,IN,Washington,2,3,Lg fringe metro,East North Central
18177,IN,Wayne,4,3,Nonmetro,East North Central
18179,IN,Wells,3,3,Md/Sm metro,East North Central
18181,IN,White,4,3,Nonmetro,East North Central
18183,IN,Whitley,3,3,Md/Sm metro,East North Central
19001,IA,Adair,4,4,Nonmetro,West North Central
19003,IA,Adams,4,4,Nonmetro,West North Central
19005,IA,Allamakee,4,4,Nonmetro,West North Central
19007,IA,Appanoose,4,4,Nonmetro,West North Central
19009,IA,Audubon,4,4,Nonmetro,West North Central
19011,IA,Benton,3,4,Md/Sm metro,West North Central
19013,IA,Black Hawk,3,4,Md/Sm metro,West North Central
19015,IA,Boone,4,4,Nonmetro,West North Central
19017,IA,Bremer,3,4,Md/Sm metro,West North Central
19019,IA,Buchanan,4,4,Nonmetro,West North Central
19021,IA,Buena Vista,4,4,Nonmetro,West North Central
19023,IA,Butler,4,4,Nonmetro,West North Central
19025,IA,Calhoun,4,4,Nonmetro,West North Central
19027,IA,Carroll,4,4,Nonmetro,West North Central
19029,IA,Cass,4,4,Nonmetro,West North Central
19031,IA,Cedar,4,4,Nonmetro,West North Central
19033,IA,Cerro Gordo,4,4,Nonmetro,West North Central
19035,IA,Cherokee,4,4,Nonmetro,West North Central
19037,IA,Chickasaw,4,4,Nonmetro,West North Central
19039,IA,Clarke,4,4,Nonmetro,West North Central
19041,IA,Clay,4,4,Nonmetro,West North Central
19043,IA,Clayton,4,4,Nonmetro,West North Central
19045,IA,Clinton,4,4,Nonmetro,West North Central
19047,IA,Crawford,4,4,Nonmetro,West North Central
19049,IA,Dallas,3,4,Md/Sm metro,West North Central
19051,IA,Davis,4,4,Nonmetro,West North Central
19053,IA,Decatur,4,4,Nonmetro,West North Central
19055,IA,Delaware,4,4,Nonmetro,West North Central
19057,IA,Des Moines,4,4,Nonmetro,West North Central
19059,IA,Dickinson,4,4,Nonmetro,West North Central
19061,IA,Dubuque,3,4,Md/Sm metro,West North Central
19063,IA,Emmet,4,4,Nonmetro,West North Central
19065,IA,Fayette,4,4,Nonmetro,West North Central
19067,IA,Floyd,4,4,Nonmetro,West North Central
19069,IA,Franklin,4,4,Nonmetro,West North Central
19071,IA,Fremont,4,4,Nonmetro,West North Central
19073,IA,Greene,4,4,Nonmetro,West North Central
19075,IA,Grundy,3,4,Md/Sm metro,West North Central
19077,IA,Guthrie,3,4,Md/Sm metro,West North Central
19079,IA,Hamilton,4,4,Nonmetro,West North Central
19081,IA,Hancock,4,4,Nonmetro,West North Central
19083,IA,Hardin,4,4,Nonmetro,West North Central
19085,IA,Harrison,3,4,Md/Sm metro,West North Central
19087,IA,Henry,4,4,Nonmetro,West North Central
19089,IA,Howard,4,4,Nonmetro,West North Central
19091,IA,Humboldt,4,4,Nonmetro,West North Central
19093,IA,Ida,4,4,Nonmetro,West North Central
19095,IA,Iowa,4,4,Nonmetro,West North Central
19097,IA,Jackson,4,4,Nonmetro,West North Central
19099,IA,Jasper,4,4,Nonmetro,West North Central
19101,IA,Jefferson,4,4,Nonmetro,West North Central
19103,IA,Johnson,3,4,Md/Sm metro,West North Central
19105,IA,Jones,3,4,Md/Sm metro,West North Central
19107,IA,Keokuk,4,4,Nonmetro,West North Central
19109,IA,Kossuth,4,4,Nonmetro,West North Central
19111,IA,Lee,4,4,Nonmetro,West North Central
19113,IA,Linn,3,4,Md/Sm metro,West North Central
19115,IA,Louisa,4,4,Nonmetro,West North Central
19117,IA,Lucas,4,4,Nonmetro,West North Central
19119,IA,Lyon,4,4,Nonmetro,West North Central
19121,IA,Madison,3,4,Md/Sm metro,West North Central
19123,IA,Mahaska,4,4,Nonmetro,West North Central
19125,IA,Marion,4,4,Nonmetro,West North Central
19127,IA,Marshall,4,4,Nonmetro,West North Central
19129,IA,Mills,3,4,Md/Sm metro,West North Central
19131,IA,Mitchell,4,4,Nonmetro,West North Central
19133,IA,Monona,4,4,Nonmetro,West North Central
19135,IA,Monroe,4,4,Nonmetro,West North Central
19137,IA,Montgomery,4,4,Nonmetro,West North Central
19139,IA,Muscatine,4,4,Nonmetro,West North Central
19141,IA,O'Brien,4,4,Nonmetro,West North Central
19143,IA,Osceola,4,4,Nonmetro,West North Central
19145,IA,Page,4,4,Nonmetro,West North Central
19147,IA,Palo Alto,4,4,Nonmetro,West North Central
19149,IA,Plymouth,3,4,Md/Sm metro,West North Central
19151,IA,Pocahontas,4,4,Nonmetro,West North Central
19153,IA,Polk,3,4,Md/Sm metro,West North Central
19155,IA,Pottawattamie,3,4,Md/Sm metro,West North Central
19157,IA,Poweshiek,4,4,Nonmetro,West North Central
19159,IA,Ringgold,4,4,Nonmetro,West North Central
19161,IA,Sac,4,4,Nonmetro,West North Central
19163,IA,Scott,3,4,Md/Sm metro,West North Central
19165,IA,Shelby,4,4,Nonmetro,West North Central
19167,IA,Sioux,4,4,Nonmetro,West North Central
19169,IA,Story,3,4,Md/Sm metro,West North Central
19171,IA,Tama,4,4,Nonmetro,West North Central
19173,IA,Taylor,4,4,Nonmetro,West North Central
19175,IA,Union,4,4,Nonmetro,West North Central
19177,IA,Van Buren,4,4,Nonmetro,West North Central
19179,IA,Wapello,4,4,Nonmetro,West North Central
19181,IA,Warren,3,4,Md/Sm metro,West North Central
19183,IA,Washington,3,4,Md/Sm metro,West North Central
19185,IA,Wayne,4,4,Nonmetro,West North Central
19187,IA,Webster,4,4,Nonmetro,West North Central
19189,IA,Winnebago,4,4,Nonmetro,West North Central
19191,IA,Winneshiek,4,4,Nonmetro,West North Central
19193,IA,Woodbury,3,4,Md/Sm metro,West North Central
19195,IA,Worth,4,4,Nonmetro,West North Central
19197,IA,Wright,4,4,Nonmetro,West North Central
20001,KS,Allen,4,4,Nonmetro,West North Central
20003,KS,Anderson,4,4,Nonmetro,West North Central
20005,KS,Atchison,4,4,Nonmetro,West North Central
20007,KS,Barber,4,4,Nonmetro,West North Central
20009,KS,Barton,4,4,Nonmetro,West North Central
20011,KS,Bourbon,4,4,Nonmetro,West North Central
20013,KS,Brown,4,4,Nonmetro,West North Central
20015,KS,Butler,3,4,Md/Sm metro,West North Central
20017,KS,Chase,4,4,Nonmetro,West North Central
20019,KS,Chautauqua,4,4,Nonmetro,West North Central
20021,KS,Cherokee,4,4,Nonmetro,West North Central
20023,KS,Cheyenne,4,4,Nonmetro,West North Central
20025,KS,Clark,4,4,Nonmetro,West North Central
20027,KS,Clay,4,4,Nonmetro,West North Central
20029,KS,Cloud,4,4,Nonmetro,West North Central
20031,KS,Coffey,4,4,Nonmetro,West North Central
20033,KS,Comanche,4,4,Nonmetro,West North Central
20035,KS,Cowley,4,4,Nonmetro,West North Central
20037,KS,Crawford,4,4,Nonmetro,West North Central
20039,KS,Decatur,4,4,Nonmetro,West North Central
20041,KS,Dickinson,4,4,Nonmetro,West North Central
20043,KS,Doniphan,3,4,Md/Sm metro,West North Central
20045,KS,Douglas,3,4,Md/Sm metro,West North Central
20047,KS,Edwards,4,4,Nonmetro,West North Central
20049,KS,Elk,4,4,Nonmetro,West North Central
20051,KS,Ellis,4,4,Nonmetro,West North Central
20053,KS,Ellsworth,4,4,Nonmetro,West North Central
20055,KS,Finney,4,4,Nonmetro,West North Central
20057,KS,Ford,4,4,Nonmetro,West North Central
20059,KS,Franklin,4,4,Nonmetro,West North Central
20061,KS,Geary,4,4,Nonmetro,West North Central
20063,KS,Gove,4,4,Nonmetro,West North Central
20065,KS,Graham,4,4,Nonmetro,West North Central
20067,KS,Grant,4,4,Nonmetro,West North Central
20069,KS,Gray,4,4,Nonmetro,West North Central
20071,KS,Greeley,4,4,Nonmetro,West North Central
20073,KS,Greenwood,4,4,Nonmetro,West North Central
20075,KS,Hamilton,4,4,Nonmetro,West North Central
20077,KS,Harper,4,4,Nonmetro,West North Central
20079,KS,Harvey,3,4,Md/Sm metro,West North Central
20081,KS,Haskell,4,4,Nonmetro,West North Central
20083,KS,Hodgeman,4,4,Nonmetro,West North Central
20085,KS,Jackson,3,4,Md/Sm metro,West North Central
20087,KS,Jefferson,3,4,Md/Sm metro,West North Central
20089,KS,Jewell,4,4,Nonmetro,West North Central
20091,KS,Johnson,2,4,Lg fringe metro,West North Central
20093,KS,Kearny,4,4,Nonmetro,West North Central
20095,KS,Kingman,3,4,Md/Sm metro,West North Central
20097,KS,Kiowa,4,4,Nonmetro,West North Central
20099,KS,Labette,4,4,Nonmetro,West North Central
20101,KS,Lane,4,4,Nonmetro,West North Central
20103,KS,Leavenworth,2,4,Lg fringe metro,West North Central
20105,KS,Lincoln,4,4,Nonmetro,West North Central
20107,KS,Linn,2,4,Lg fringe metro,West North Central
20109,KS,Logan,4,4,Nonmetro,West North Central
20111,KS,Lyon,4,4,Nonmetro,West North Central
20113,KS,McPherson,4,4,Nonmetro,West North Central
20115,KS,Marion,4,4,Nonmetro,West North Central
20117,KS,Marshall,4,4,Nonmetro,West North Central
20119,KS,Meade,4,4,Nonmetro,West North Central
20121,KS,Miami,2,4,Lg fringe metro,West North Central
20123,KS,Mitchell,4,4,Nonmetro,West North Central
20125,KS,Montgomery,4,4,Nonmetro,West North Central
20127,KS,Morris,4,4,Nonmetro,West North Central
20129,KS,Morton,4,4,Nonmetro,West North Central
20131,KS,Nemaha,4,4,Nonmetro,West North Central
20133,KS,Neosho,4,4,Nonmetro,West North Central
20135,KS,Ness,4,4,Nonmetro,West North Central
20137,KS,Norton,4,4,Nonmetro,West North Central
20139,KS,Osage,3,4,Md/Sm metro,West North Central
20141,KS,Osborne,4,4,Nonmetro,West North Central
20143,KS,Ottawa,4,4,Nonmetro,West North Central
20145,KS,Pawnee,4,4,Nonmetro,West North Central
20147,KS,Phillips,4,4,Nonmetro,West North Central
20149,KS,Pottawatomie,3,4,Md/Sm metro,West North Central
20151,KS,Pratt,4,4,Nonmetro,West North Central
20153,KS,Rawlins,4,4,Nonmetro,West North Central
20155,KS,Reno,4,4,Nonmetro,West North Central
20157,KS,Republic,4,4,Nonmetro,West North Central
20159,KS,Rice,4,4,Nonmetro,West North Central
20161,KS,Riley,3,4,Md/Sm metro,West North Central
20163,KS,Rooks,4,4,Nonmetro,West North Central
20165,KS,Rush,4,4,Nonmetro,West North Central
20167,KS,Russell,4,4,Nonmetro,West North Central
20169,KS,Saline,4,4,Nonmetro,West North Central
20171,KS,Scott,4,4,Nonmetro,West North Central
20173,KS,Sedgwick,3,4,Md/Sm metro,West North Central
20175,KS,Seward,4,4,Nonmetro,West North Central
20177,KS,Shawnee,3,4,Md/Sm metro,West North Central
20179,KS,Sheridan,4,4,Nonmetro,West North Central
20181,KS,Sherman,4,4,Nonmetro,West North Central
20183,KS,Smith,4,4,Nonmetro,West North Central
20185,KS,Stafford,4,4,Nonmetro,West North Central
20187,KS,Stanton,4,4,Nonmetro,West North Central
20189,KS,Stevens,4,4,Nonmetro,West North Central
20191,KS,Sumner,3,4,Md/Sm metro,West North Central
20193,KS,Thomas,4,4,Nonmetro,West North Central
20195,KS,Trego,4,4,Nonmetro,West North Central
20197,KS,Wabaunsee,3,4,Md/Sm metro,West North Central
20199,KS,Wallace,4,4,Nonmetro,West North Central
20201,KS,Washington,4,4,Nonmetro,West North Central
20203,KS,Wichita,4,4,Nonmetro,West North Central
20205,KS,Wilson,4,4,Nonmetro,West North Central
20207,KS,Woodson,4,4,Nonmetro,West North Central
20209,KS,Wyandotte,2,4,Lg fringe metro,West North Central
21001,KY,Adair,4,10,Nonmetro,Appalachia
21003,KY,Allen,3,6,Md/Sm metro,East South Central
21005,KY,Anderson,4,6,Nonmetro,East South Central
21007,KY,Ballard,4,6,Nonmetro,East South Central
