"Notes"	"Residence County"	"Residence County Code"	Deaths	Population	Crude Rate
	"Corson County, SD"	"46031"	161	Not Applicable	Not Applicable
	"Custer County, SD"	"46033"	259	Not Applicable	Not Applicable
	"Davison County, SD"	"46035"	587	Not Applicable	Not Applicable
	"Day County, SD"	"46037"	224	Not Applicable	Not Applicable
	"Deuel County, SD"	"46039"	126	Not Applicable	Not Applicable
	"Dewey County, SD"	"46041"	249	Not Applicable	Not Applicable
	"Douglas County, SD"	"46043"	118	Not Applicable	Not Applicable
	"Edmunds County, SD"	"46045"	129	Not Applicable	Not Applicable
	"Fall River County, SD"	"46047"	363	Not Applicable	Not Applicable
	"Faulk County, SD"	"46049"	98	Not Applicable	Not Applicable
	"Grant County, SD"	"46051"	257	Not Applicable	Not Applicable
	"Gregory County, SD"	"46053"	176	Not Applicable	Not Applicable
	"Haakon County, SD"	"46055"	65	Not Applicable	Not Applicable
	"Hamlin County, SD"	"46057"	172	Not Applicable	Not Applicable
	"Hand County, SD"	"46059"	136	Not Applicable	Not Applicable
	"Hanson County, SD"	"46061"	71	Not Applicable	Not Applicable
	"Harding County, SD"	"46063"	28	Not Applicable	Not Applicable
	"Hughes County, SD"	"46065"	521	Not Applicable	Not Applicable
	"Hutchinson County, SD"	"46067"	280	Not Applicable	Not Applicable
	"Hyde County, SD"	"46069"	67	Not Applicable	Not Applicable
	"Jackson County, SD"	"46071"	131	Not Applicable	Not Applicable
	"Jerauld County, SD"	"46073"	59	Not Applicable	Not Applicable
	"Jones County, SD"	"46075"	29	Not Applicable	Not Applicable
	"Kingsbury County, SD"	"46077"	178	Not Applicable	Not Applicable
	"Lake County, SD"	"46079"	289	Not Applicable	Not Applicable
	"Lawrence County, SD"	"46081"	728	Not Applicable	Not Applicable
	"Lincoln County, SD"	"46083"	885	Not Applicable	Not Applicable
	"Lyman County, SD"	"46085"	133	Not Applicable	Not Applicable
	"McCook County, SD"	"46087"	203	Not Applicable	Not Applicable
	"McPherson County, SD"	"46089"	91	Not Applicable	Not Applicable
	"Marshall County, SD"	"46091"	137	Not Applicable	Not Applicable
	"Meade County, SD"	"46093"	614	Not Applicable	Not Applicable
	"Mellette County, SD"	"46095"	84	Not Applicable	Not Applicable
	"Miner County, SD"	"46097"	88	Not Applicable	Not Applicable
	"Minnehaha County, SD"	"46099"	4402	Not Applicable	Not Applicable
	"Moody County, SD"	"46101"	195	Not Applicable	Not Applicable
	"Pennington County, SD"	"46103"	3020	Not Applicable	Not Applicable
	"Perkins County, SD"	"46105"	120	Not Applicable	Not Applicable
	"Potter County, SD"	"46107"	86	Not Applicable	Not Applicable
	"Roberts County, SD"	"46109"	322	Not Applicable	Not Applicable
	"Sanborn County, SD"	"46111"	69	Not Applicable	Not Applicable
	"Shannon County, SD"	"46113"	530	Not Applicable	Not Applicable
	"Spink County, SD"	"46115"	219	Not Applicable	Not Applicable
	"Stanley County, SD"	"46117"	68	Not Applicable	Not Applicable
	"Sully County, SD"	"46119"	33	Not Applicable	Not Applicable
	"Todd County, SD"	"46121"	329	Not Applicable	Not Applicable
	"Tripp County, SD"	"46123"	199	Not Applicable	Not Applicable
	"Turner County, SD"	"46125"	309	Not Applicable	Not Applicable
	"Union County, SD"	"46127"	368	Not Applicable	Not Applicable
	"Walworth County, SD"	"46129"	204	Not Applicable	Not Applicable
	"Yankton County, SD"	"46135"	648	Not Applicable	Not Applicable
	"Ziebach County, SD"	"46137"	87	Not Applicable	Not Applicable
	"Anderson County, TN"	"47001"	3045	Not Applicable	Not Applicable
	"Bedford County, TN"	"47003"	1570	Not Applicable	Not Applicable
	"Benton County, TN"	"47005"	777	Not Applicable	Not Applicable
	"Bledsoe County, TN"	"47007"	441	Not Applicable	Not Applicable
	"Blount County, TN"	"47009"	4659	Not Applicable	Not Applicable
	"Bradley County, TN"	"47011"	3765	Not Applicable	Not Applicable
	"Campbell County, TN"	"47013"	1805	Not Applicable	Not Applicable
	"Cannon County, TN"	"47015"	533	Not Applicable	Not Applicable
	"Carroll County, TN"	"47017"	1270	Not Applicable	Not Applicable
	"Carter County, TN"	"47019"	2391	Not Applicable	Not Applicable
	"Cheatham County, TN"	"47021"	1344	Not Applicable	Not Applicable
	"Chester County, TN"	"47023"	606	Not Applicable	Not Applicable
	"Claiborne County, TN"	"47025"	1346	Not Applicable	Not Applicable
	"Clay County, TN"	"47027"	392	Not Applicable	Not Applicable
	"Cocke County, TN"	"47029"	1827	Not Applicable	Not Applicable
	"Coffee County, TN"	"47031"	2171	Not Applicable	Not Applicable
	"Crockett County, TN"	"47033"	553	Not Applicable	Not Applicable
	"Cumberland County, TN"	"47035"	2859	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	16227	Not Applicable	Not Applicable
	"Decatur County, TN"	"47039"	543	Not Applicable	Not Applicable
	"DeKalb County, TN"	"47041"	801	Not Applicable	Not Applicable
	"Dickson County, TN"	"47043"	1808	Not Applicable	Not Applicable
	"Dyer County, TN"	"47045"	1545	Not Applicable	Not Applicable
	"Fayette County, TN"	"47047"	1421	Not Applicable	Not Applicable
	"Fentress County, TN"	"47049"	877	Not Applicable	Not Applicable
	"Franklin County, TN"	"47051"	1633	Not Applicable	Not Applicable
	"Gibson County, TN"	"47053"	2204	Not Applicable	Not Applicable
	"Giles County, TN"	"47055"	1282	Not Applicable	Not Applicable
	"Grainger County, TN"	"47057"	965	Not Applicable	Not Applicable
	"Greene County, TN"	"47059"	3007	Not Applicable	Not Applicable
	"Grundy County, TN"	"47061"	603	Not Applicable	Not Applicable
	"Hamblen County, TN"	"47063"	2683	Not Applicable	Not Applicable
	"Hamilton County, TN"	"47065"	11032	Not Applicable	Not Applicable
	"Hancock County, TN"	"47067"	303	Not Applicable	Not Applicable
	"Hardeman County, TN"	"47069"	1000	Not Applicable	Not Applicable
	"Hardin County, TN"	"47071"	1235	Not Applicable	Not Applicable
	"Hawkins County, TN"	"47073"	2490	Not Applicable	Not Applicable
	"Haywood County, TN"	"47075"	697	Not Applicable	Not Applicable
	"Henderson County, TN"	"47077"	1092	Not Applicable	Not Applicable
	"Henry County, TN"	"47079"	1438	Not Applicable	Not Applicable
	"Hickman County, TN"	"47081"	996	Not Applicable	Not Applicable
	"Houston County, TN"	"47083"	351	Not Applicable	Not Applicable
	"Humphreys County, TN"	"47085"	782	Not Applicable	Not Applicable
	"Jackson County, TN"	"47087"	492	Not Applicable	Not Applicable
	"Jefferson County, TN"	"47089"	2072	Not Applicable	Not Applicable
	"Johnson County, TN"	"47091"	768	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	14343	Not Applicable	Not Applicable
	"Lake County, TN"	"47095"	301	Not Applicable	Not Applicable
	"Lauderdale County, TN"	"47097"	892	Not Applicable	Not Applicable
	"Lawrence County, TN"	"47099"	1776	Not Applicable	Not Applicable
	"Lewis County, TN"	"47101"	533	Not Applicable	Not Applicable
	"Lincoln County, TN"	"47103"	1385	Not Applicable	Not Applicable
	"Loudon County, TN"	"47105"	2043	Not Applicable	Not Applicable
	"McMinn County, TN"	"47107"	2253	Not Applicable	Not Applicable
	"McNairy County, TN"	"47109"	1187	Not Applicable	Not Applicable
	"Macon County, TN"	"47111"	899	Not Applicable	Not Applicable
	"Madison County, TN"	"47113"	3264	Not Applicable	Not Applicable
	"Marion County, TN"	"47115"	1147	Not Applicable	Not Applicable
	"Marshall County, TN"	"47117"	1107	Not Applicable	Not Applicable
	"Maury County, TN"	"47119"	2952	Not Applicable	Not Applicable
	"Meigs County, TN"	"47121"	523	Not Applicable	Not Applicable
	"Monroe County, TN"	"47123"	1889	Not Applicable	Not Applicable
	"Montgomery County, TN"	"47125"	4653	Not Applicable	Not Applicable
	"Moore County, TN"	"47127"	223	Not Applicable	Not Applicable
	"Morgan County, TN"	"47129"	795	Not Applicable	Not Applicable
	"Obion County, TN"	"47131"	1285	Not Applicable	Not Applicable
	"Overton County, TN"	"47133"	979	Not Applicable	Not Applicable
	"Perry County, TN"	"47135"	338	Not Applicable	Not Applicable
	"Pickett County, TN"	"47137"	229	Not Applicable	Not Applicable
	"Polk County, TN"	"47139"	804	Not Applicable	Not Applicable
	"Putnam County, TN"	"47141"	2636	Not Applicable	Not Applicable
	"Rhea County, TN"	"47143"	1345	Not Applicable	Not Applicable
	"Roane County, TN"	"47145"	2249	Not Applicable	Not Applicable
	"Robertson County, TN"	"47147"	2403	Not Applicable	Not Applicable
	"Rutherford County, TN"	"47149"	6961	Not Applicable	Not Applicable
	"Scott County, TN"	"47151"	836	Not Applicable	Not Applicable
	"Sequatchie County, TN"	"47153"	531	Not Applicable	Not Applicable
	"Sevier County, TN"	"47155"	3476	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	26904	Not Applicable	Not Applicable
	"Smith County, TN"	"47159"	691	Not Applicable	Not Applicable
	"Stewart County, TN"	"47161"	522	Not Applicable	Not Applicable
	"Sullivan County, TN"	"47163"	6606	Not Applicable	Not Applicable
	"Sumner County, TN"	"47165"	5486	Not Applicable	Not Applicable
	"Tipton County, TN"	"47167"	1973	Not Applicable	Not Applicable
	"Trousdale County, TN"	"47169"	339	Not Applicable	Not Applicable
	"Unicoi County, TN"	"47171"	887	Not Applicable	Not Applicable
	"Union County, TN"	"47173"	799	Not Applicable	Not Applicable
	"Van Buren County, TN"	"47175"	291	Not Applicable	Not Applicable
	"Warren County, TN"	"47177"	1516	Not Applicable	Not Applicable
	"Washington County, TN"	"47179"	4664	Not Applicable	Not Applicable
	"Wayne County, TN"	"47181"	635	Not Applicable	Not Applicable
	"Weakley County, TN"	"47183"	1211	Not Applicable	Not Applicable
	"White County, TN"	"47185"	1139	Not Applicable	Not Applicable
	"Williamson County, TN"	"47187"	4220	Not Applicable	Not Applicable
	"Wilson County, TN"	"47189"	3854	Not Applicable	Not Applicable
	"Anderson County, TX"	"48001"	1991	Not Applicable	Not Applicable
	"Andrews County, TX"	"48003"	385	Not Applicable	Not Applicable
	"Angelina County, TX"	"48005"	2951	Not Applicable	Not Applicable
	"Aransas County, TX"	"48007"	1083	Not Applicable	Not Applicable
	"Archer County, TX"	"48009"	247	Not Applicable	Not Applicable
	"Armstrong County, TX"	"48011"	89	Not Applicable	Not Applicable
	"Atascosa County, TX"	"48013"	1477	Not Applicable	Not Applicable
	"Austin County, TX"	"48015"	910	Not Applicable	Not Applicable
	"Bailey County, TX"	"48017"	178	Not Applicable	Not Applicable
	"Bandera County, TX"	"48019"	805	Not Applicable	Not Applicable
	"Bastrop County, TX"	"48021"	2243	Not Applicable	Not Applicable
	"Baylor County, TX"	"48023"	187	Not Applicable	Not Applicable
	"Bee County, TX"	"48025"	889	Not Applicable	Not Applicable
	"Bell County, TX"	"48027"	7801	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	44565	Not Applicable	Not Applicable
	"Blanco County, TX"	"48031"	367	Not Applicable	Not Applicable
	"Borden County, TX"	"48033"	17	Not Applicable	Not Applicable
	"Bosque County, TX"	"48035"	768	Not Applicable	Not Applicable
	"Bowie County, TX"	"48037"	3319	Not Applicable	Not Applicable
	"Brazoria County, TX"	"48039"	7845	Not Applicable	Not Applicable
	"Brazos County, TX"	"48041"	3445	Not Applicable	Not Applicable
	"Brewster County, TX"	"48043"	239	Not Applicable	Not Applicable
	"Briscoe County, TX"	"48045"	47	Not Applicable	Not Applicable
	"Brooks County, TX"	"48047"	270	Not Applicable	Not Applicable
	"Brown County, TX"	"48049"	1634	Not Applicable	Not Applicable
	"Burleson County, TX"	"48051"	688	Not Applicable	Not Applicable
	"Burnet County, TX"	"48053"	1612	Not Applicable	Not Applicable
	"Caldwell County, TX"	"48055"	1188	Not Applicable	Not Applicable
	"Calhoun County, TX"	"48057"	641	Not Applicable	Not Applicable
	"Callahan County, TX"	"48059"	553	Not Applicable	Not Applicable
	"Cameron County, TX"	"48061"	9988	Not Applicable	Not Applicable
	"Camp County, TX"	"48063"	517	Not Applicable	Not Applicable
	"Carson County, TX"	"48065"	220	Not Applicable	Not Applicable
	"Cass County, TX"	"48067"	1402	Not Applicable	Not Applicable
	"Castro County, TX"	"48069"	215	Not Applicable	Not Applicable
	"Chambers County, TX"	"48071"	988	Not Applicable	Not Applicable
	"Cherokee County, TX"	"48073"	1787	Not Applicable	Not Applicable
	"Childress County, TX"	"48075"	217	Not Applicable	Not Applicable
	"Clay County, TX"	"48077"	385	Not Applicable	Not Applicable
	"Cochran County, TX"	"48079"	105	Not Applicable	Not Applicable
	"Coke County, TX"	"48081"	169	Not Applicable	Not Applicable
	"Coleman County, TX"	"48083"	446	Not Applicable	Not Applicable
	"Collin County, TX"	"48085"	15193	Not Applicable	Not Applicable
	"Collingsworth County, TX"	"48087"	106	Not Applicable	Not Applicable
	"Colorado County, TX"	"48089"	803	Not Applicable	Not Applicable
	"Comal County, TX"	"48091"	4241	Not Applicable	Not Applicable
	"Comanche County, TX"	"48093"	556	Not Applicable	Not Applicable
	"Concho County, TX"	"48095"	79	Not Applicable	Not Applicable
	"Cooke County, TX"	"48097"	1253	Not Applicable	Not Applicable
	"Coryell County, TX"	"48099"	1679	Not Applicable	Not Applicable
	"Cottle County, TX"	"48101"	61	Not Applicable	Not Applicable
	"Crane County, TX"	"48103"	119	Not Applicable	Not Applicable
	"Crockett County, TX"	"48105"	140	Not Applicable	Not Applicable
	"Crosby County, TX"	"48107"	224	Not Applicable	Not Applicable
	"Culberson County, TX"	"48109"	82	Not Applicable	Not Applicable
	"Dallam County, TX"	"48111"	197	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	50664	Not Applicable	Not Applicable
	"Dawson County, TX"	"48115"	454	Not Applicable	Not Applicable
	"Deaf Smith County, TX"	"48117"	488	Not Applicable	Not Applicable
	"Delta County, TX"	"48119"	226	Not Applicable	Not Applicable
	"Denton County, TX"	"48121"	12913	Not Applicable	Not Applicable
	"DeWitt County, TX"	"48123"	714	Not Applicable	Not Applicable
	"Dickens County, TX"	"48125"	86	Not Applicable	Not Applicable
	"Dimmit County, TX"	"48127"	323	Not Applicable	Not Applicable
	"Donley County, TX"	"48129"	157	Not Applicable	Not Applicable
	"Duval County, TX"	"48131"	404	Not Applicable	Not Applicable
	"Eastland County, TX"	"48133"	847	Not Applicable	Not Applicable
	"Ector County, TX"	"48135"	4068	Not Applicable	Not Applicable
	"Edwards County, TX"	"48137"	83	Not Applicable	Not Applicable
	"Ellis County, TX"	"48139"	4332	Not Applicable	Not Applicable
	"El Paso County, TX"	"48141"	19433	Not Applicable	Not Applicable
	"Erath County, TX"	"48143"	1040	Not Applicable	Not Applicable
	"Falls County, TX"	"48145"	551	Not Applicable	Not Applicable
	"Fannin County, TX"	"48147"	1408	Not Applicable	Not Applicable
	"Fayette County, TX"	"48149"	964	Not Applicable	Not Applicable
	"Fisher County, TX"	"48151"	174	Not Applicable	Not Applicable
	"Floyd County, TX"	"48153"	243	Not Applicable	Not Applicable
	"Foard County, TX"	"48155"	69	Not Applicable	Not Applicable
	"Fort Bend County, TX"	"48157"	11832	Not Applicable	Not Applicable
	"Franklin County, TX"	"48159"	366	Not Applicable	Not Applicable
	"Freestone County, TX"	"48161"	688	Not Applicable	Not Applicable
	"Frio County, TX"	"48163"	505	Not Applicable	Not Applicable
	"Gaines County, TX"	"48165"	435	Not Applicable	Not Applicable
	"Galveston County, TX"	"48167"	8774	Not Applicable	Not Applicable
	"Garza County, TX"	"48169"	156	Not Applicable	Not Applicable
	"Gillespie County, TX"	"48171"	1020	Not Applicable	Not Applicable
	"Glasscock County, TX"	"48173"	29	Not Applicable	Not Applicable
	"Goliad County, TX"	"48175"	215	Not Applicable	Not Applicable
	"Gonzales County, TX"	"48177"	661	Not Applicable	Not Applicable
	"Gray County, TX"	"48179"	806	Not Applicable	Not Applicable
	"Grayson County, TX"	"48181"	4715	Not Applicable	Not Applicable
	"Gregg County, TX"	"48183"	4326	Not Applicable	Not Applicable
	"Grimes County, TX"	"48185"	955	Not Applicable	Not Applicable
	"Guadalupe County, TX"	"48187"	3742	Not Applicable	Not Applicable
	"Hale County, TX"	"48189"	1007	Not Applicable	Not Applicable
	"Hall County, TX"	"48191"	137	Not Applicable	Not Applicable
	"Hamilton County, TX"	"48193"	360	Not Applicable	Not Applicable
	"Hansford County, TX"	"48195"	160	Not Applicable	Not Applicable
	"Hardeman County, TX"	"48197"	153	Not Applicable	Not Applicable
	"Hardin County, TX"	"48199"	1841	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	86072	Not Applicable	Not Applicable
	"Harrison County, TX"	"48203"	2131	Not Applicable	Not Applicable
	"Hartley County, TX"	"48205"	131	Not Applicable	Not Applicable
	"Haskell County, TX"	"48207"	222	Not Applicable	Not Applicable
	"Hays County, TX"	"48209"	3811	Not Applicable	Not Applicable
	"Hemphill County, TX"	"48211"	79	Not Applicable	Not Applicable
	"Henderson County, TX"	"48213"	3602	Not Applicable	Not Applicable
	"Hidalgo County, TX"	"48215"	16716	Not Applicable	Not Applicable
	"Hill County, TX"	"48217"	1500	Not Applicable	Not Applicable
	"Hockley County, TX"	"48219"	779	Not Applicable	Not Applicable
	"Hood County, TX"	"48221"	2399	Not Applicable	Not Applicable
	"Hopkins County, TX"	"48223"	1317	Not Applicable	Not Applicable
	"Houston County, TX"	"48225"	971	Not Applicable	Not Applicable
	"Howard County, TX"	"48227"	1179	Not Applicable	Not Applicable
	"Hudspeth County, TX"	"48229"	104	Not Applicable	Not Applicable
	"Hunt County, TX"	"48231"	3069	Not Applicable	Not Applicable
	"Hutchinson County, TX"	"48233"	830	Not Applicable	Not Applicable
	"Irion County, TX"	"48235"	47	Not Applicable	Not Applicable
	"Jack County, TX"	"48237"	277	Not Applicable	Not Applicable
	"Jackson County, TX"	"48239"	439	Not Applicable	Not Applicable
	"Jasper County, TX"	"48241"	1420	Not Applicable	Not Applicable
	"Jeff Davis County, TX"	"48243"	73	Not Applicable	Not Applicable
	"Jefferson County, TX"	"48245"	7564	Not Applicable	Not Applicable
	"Jim Hogg County, TX"	"48247"	159	Not Applicable	Not Applicable
	"Jim Wells County, TX"	"48249"	1347	Not Applicable	Not Applicable
	"Johnson County, TX"	"48251"	4865	Not Applicable	Not Applicable
	"Jones County, TX"	"48253"	620	Not Applicable	Not Applicable
	"Karnes County, TX"	"48255"	459	Not Applicable	Not Applicable
	"Kaufman County, TX"	"48257"	3445	Not Applicable	Not Applicable
	"Kendall County, TX"	"48259"	1197	Not Applicable	Not Applicable
	"Kenedy County, TX"	"48261"	Suppressed	Not Applicable	Not Applicable
	"Kent County, TX"	"48263"	47	Not Applicable	Not Applicable
	"Kerr County, TX"	"48265"	2130	Not Applicable	Not Applicable
	"Kimble County, TX"	"48267"	150	Not Applicable	Not Applicable
	"King County, TX"	"48269"	Suppressed	Not Applicable	Not Applicable
	"Kinney County, TX"	"48271"	128	Not Applicable	Not Applicable
	"Kleberg County, TX"	"48273"	827	Not Applicable	Not Applicable
	"Knox County, TX"	"48275"	172	Not Applicable	Not Applicable
	"Lamar County, TX"	"48277"	1973	Not Applicable	Not Applicable
	"Lamb County, TX"	"48279"	487	Not Applicable	Not Applicable
	"Lampasas County, TX"	"48281"	782	Not Applicable	Not Applicable
	"La Salle County, TX"	"48283"	209	Not Applicable	Not Applicable
	"Lavaca County, TX"	"48285"	736	Not Applicable	Not Applicable
	"Lee County, TX"	"48287"	544	Not Applicable	Not Applicable
	"Leon County, TX"	"48289"	681	Not Applicable	Not Applicable
	"Liberty County, TX"	"48291"	2565	Not Applicable	Not Applicable
	"Limestone County, TX"	"48293"	930	Not Applicable	Not Applicable
	"Lipscomb County, TX"	"48295"	99	Not Applicable	Not Applicable
	"Live Oak County, TX"	"48297"	373	Not Applicable	Not Applicable
	"Llano County, TX"	"48299"	968	Not Applicable	Not Applicable
	"Loving County, TX"	"48301"	Suppressed	Not Applicable	Not Applicable
	"Lubbock County, TX"	"48303"	8471	Not Applicable	Not Applicable
	"Lynn County, TX"	"48305"	212	Not Applicable	Not Applicable
	"McCulloch County, TX"	"48307"	374	Not Applicable	Not Applicable
	"McLennan County, TX"	"48309"	7097	Not Applicable	Not Applicable
	"McMullen County, TX"	"48311"	39	Not Applicable	Not Applicable
	"Madison County, TX"	"48313"	433	Not Applicable	Not Applicable
	"Marion County, TX"	"48315"	497	Not Applicable	Not Applicable
	"Martin County, TX"	"48317"	137	Not Applicable	Not Applicable
	"Mason County, TX"	"48319"	166	Not Applicable	Not Applicable
	"Matagorda County, TX"	"48321"	1190	Not Applicable	Not Applicable
	"Maverick County, TX"	"48323"	1599	Not Applicable	Not Applicable
	"Medina County, TX"	"48325"	1397	Not Applicable	Not Applicable
	"Menard County, TX"	"48327"	94	Not Applicable	Not Applicable
	"Midland County, TX"	"48329"	3459	Not Applicable	Not Applicable
	"Milam County, TX"	"48331"	915	Not Applicable	Not Applicable
	"Mills County, TX"	"48333"	212	Not Applicable	Not Applicable
	"Mitchell County, TX"	"48335"	244	Not Applicable	Not Applicable
	"Montague County, TX"	"48337"	925	Not Applicable	Not Applicable
	"Montgomery County, TX"	"48339"	12749	Not Applicable	Not Applicable
	"Moore County, TX"	"48341"	480	Not Applicable	Not Applicable
	"Morris County, TX"	"48343"	556	Not Applicable	Not Applicable
	"Motley County, TX"	"48345"	69	Not Applicable	Not Applicable
	"Nacogdoches County, TX"	"48347"	1886	Not Applicable	Not Applicable
	"Navarro County, TX"	"48349"	1649	Not Applicable	Not Applicable
	"Newton County, TX"	"48351"	526	Not Applicable	Not Applicable
	"Nolan County, TX"	"48353"	550	Not Applicable	Not Applicable
	"Nueces County, TX"	"48355"	9787	Not Applicable	Not Applicable
	"Ochiltree County, TX"	"48357"	232	Not Applicable	Not Applicable
	"Oldham County, TX"	"48359"	52	Not Applicable	Not Applicable
	"Orange County, TX"	"48361"	2885	Not Applicable	Not Applicable
	"Palo Pinto County, TX"	"48363"	1116	Not Applicable	Not Applicable
	"Panola County, TX"	"48365"	944	Not Applicable	Not Applicable
	"Parker County, TX"	"48367"	3933	Not Applicable	Not Applicable
	"Parmer County, TX"	"48369"	273	Not Applicable	Not Applicable
	"Pecos County, TX"	"48371"	433	Not Applicable	Not Applicable
	"Polk County, TX"	"48373"	2248	Not Applicable	Not Applicable
	"Potter County, TX"	"48375"	3952	Not Applicable	Not Applicable
	"Presidio County, TX"	"48377"	173	Not Applicable	Not Applicable
	"Rains County, TX"	"48379"	490	Not Applicable	Not Applicable
	"Randall County, TX"	"48381"	3642	Not Applicable	Not Applicable
	"Reagan County, TX"	"48383"	90	Not Applicable	Not Applicable
	"Real County, TX"	"48385"	173	Not Applicable	Not Applicable
	"Red River County, TX"	"48387"	601	Not Applicable	Not Applicable
	"Reeves County, TX"	"48389"	363	Not Applicable	Not Applicable
	"Refugio County, TX"	"48391"	280	Not Applicable	Not Applicable
	"Roberts County, TX"	"48393"	25	Not Applicable	Not Applicable
	"Robertson County, TX"	"48395"	636	Not Applicable	Not Applicable
	"Rockwall County, TX"	"48397"	2059	Not Applicable	Not Applicable
	"Runnels County, TX"	"48399"	429	Not Applicable	Not Applicable
	"Rusk County, TX"	"48401"	1785	Not Applicable	Not Applicable
	"Sabine County, TX"	"48403"	565	Not Applicable	Not Applicable
	"San Augustine County, TX"	"48405"	435	Not Applicable	Not Applicable
	"San Jacinto County, TX"	"48407"	1071	Not Applicable	Not Applicable
	"San Patricio County, TX"	"48409"	2100	Not Applicable	Not Applicable
	"San Saba County, TX"	"48411"	225	Not Applicable	Not Applicable
	"Schleicher County, TX"	"48413"	73	Not Applicable	Not Applicable
	"Scurry County, TX"	"48415"	576	Not Applicable	Not Applicable
	"Shackelford County, TX"	"48417"	111	Not Applicable	Not Applicable
	"Shelby County, TX"	"48419"	899	Not Applicable	Not Applicable
	"Sherman County, TX"	"48421"	81	Not Applicable	Not Applicable
	"Smith County, TX"	"48423"	7069	Not Applicable	Not Applicable
	"Somervell County, TX"	"48425"	312	Not Applicable	Not Applicable
	"Starr County, TX"	"48427"	1614	Not Applicable	Not Applicable
	"Stephens County, TX"	"48429"	348	Not Applicable	Not Applicable
	"Sterling County, TX"	"48431"	43	Not Applicable	Not Applicable
	"Stonewall County, TX"	"48433"	60	Not Applicable	Not Applicable
	"Sutton County, TX"	"48435"	117	Not Applicable	Not Applicable
	"Swisher County, TX"	"48437"	273	Not Applicable	Not Applicable
	"Tarrant County, TX"	"48439"	42496	Not Applicable	Not Applicable
	"Taylor County, TX"	"48441"	4269	Not Applicable	Not Applicable
	"Terrell County, TX"	"48443"	38	Not Applicable	Not Applicable
	"Terry County, TX"	"48445"	417	Not Applicable	Not Applicable
	"Throckmorton County, TX"	"48447"	62	Not Applicable	Not Applicable
	"Titus County, TX"	"48449"	880	Not Applicable	Not Applicable
	"Tom Green County, TX"	"48451"	3557	Not Applicable	Not Applicable
	"Travis County, TX"	"48453"	18044	Not Applicable	Not Applicable
	"Trinity County, TX"	"48455"	708	Not Applicable	Not Applicable
	"Tyler County, TX"	"48457"	890	Not Applicable	Not Applicable
	"Upshur County, TX"	"48459"	1518	Not Applicable	Not Applicable
	"Upton County, TX"	"48461"	87	Not Applicable	Not Applicable
	"Uvalde County, TX"	"48463"	870	Not Applicable	Not Applicable
	"Val Verde County, TX"	"48465"	1301	Not Applicable	Not Applicable
	"Van Zandt County, TX"	"48467"	2235	Not Applicable	Not Applicable
	"Victoria County, TX"	"48469"	2744	Not Applicable	Not Applicable
	"Walker County, TX"	"48471"	1738	Not Applicable	Not Applicable
	"Waller County, TX"	"48473"	1230	Not Applicable	Not Applicable
	"Ward County, TX"	"48475"	337	Not Applicable	Not Applicable
	"Washington County, TX"	"48477"	1247	Not Applicable	Not Applicable
	"Webb County, TX"	"48479"	5137	Not Applicable	Not Applicable
	"Wharton County, TX"	"48481"	1376	Not Applicable	Not Applicable
	"Wheeler County, TX"	"48483"	211	Not Applicable	Not Applicable
	"Wichita County, TX"	"48485"	4285	Not Applicable	Not Applicable
	"Wilbarger County, TX"	"48487"	504	Not Applicable	Not Applicable
	"Willacy County, TX"	"48489"	616	Not Applicable	Not Applicable
	"Williamson County, TX"	"48491"	9837	Not Applicable	Not Applicable
	"Wilson County, TX"	"48493"	1340	Not Applicable	Not Applicable
	"Winkler County, TX"	"48495"	212	Not Applicable	Not Applicable
	"Wise County, TX"	"48497"	2044	Not Applicable	Not Applicable
	"Wood County, TX"	"48499"	2102	Not Applicable	Not Applicable
	"Yoakum County, TX"	"48501"	209	Not Applicable	Not Applicable
	"Young County, TX"	"48503"	807	Not Applicable	Not Applicable
	"Zapata County, TX"	"48505"	344	Not Applicable	Not Applicable
	"Zavala County, TX"	"48507"	375	Not Applicable	Not Applicable
	"Beaver County, UT"	"49001"	184	Not Applicable	Not Applicable
	"Box Elder County, UT"	"49003"	1252	Not Applicable	Not Applicable
	"Cache County, UT"	"49005"	1759	Not Applicable	Not Applicable
	"Carbon County, UT"	"49007"	705	Not Applicable	Not Applicable
	"Daggett County, UT"	"49009"	17	Not Applicable	Not Applicable
	"Davis County, UT"	"49011"	5621	Not Applicable	Not Applicable
	"Duchesne County, UT"	"49013"	436	Not Applicable	Not Applicable
	"Emery County, UT"	"49015"	298	Not Applicable	Not Applicable
	"Garfield County, UT"	"49017"	146	Not Applicable	Not Applicable
	"Grand County, UT"	"49019"	201	Not Applicable	Not Applicable
	"Iron County, UT"	"49021"	1057	Not Applicable	Not Applicable
	"Juab County, UT"	"49023"	224	Not Applicable	Not Applicable
	"Kane County, UT"	"49025"	225	Not Applicable	Not Applicable
	"Millard County, UT"	"49027"	351	Not Applicable	Not Applicable
	"Morgan County, UT"	"49029"	182	Not Applicable	Not Applicable
	"Piute County, UT"	"49031"	51	Not Applicable	Not Applicable
	"Rich County, UT"	"49033"	41	Not Applicable	Not Applicable
