"Notes"	"Month"	"Month Code"	"Residence County"	"Residence County Code"	Deaths	Population	Crude Rate
	"Oct., 2021"	"2021/10"	"Halifax County, VA"	"51083"	11	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Henrico County, VA"	"51087"	34	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Henry County, VA"	"51089"	23	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Montgomery County, VA"	"51121"	12	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Page County, VA"	"51139"	10	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Pittsylvania County, VA"	"51143"	20	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Prince William County, VA"	"51153"	23	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Roanoke County, VA"	"51161"	19	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Rockingham County, VA"	"51165"	19	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Russell County, VA"	"51167"	11	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Shenandoah County, VA"	"51171"	16	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Smyth County, VA"	"51173"	15	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Spotsylvania County, VA"	"51177"	14	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Tazewell County, VA"	"51185"	13	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Warren County, VA"	"51187"	13	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Washington County, VA"	"51191"	10	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Wythe County, VA"	"51197"	12	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Chesapeake city, VA"	"51550"	16	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Danville city, VA"	"51590"	19	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Hampton city, VA"	"51650"	17	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Lynchburg city, VA"	"51680"	12	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Newport News city, VA"	"51700"	14	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Norfolk city, VA"	"51710"	26	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Portsmouth city, VA"	"51740"	15	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Richmond city, VA"	"51760"	18	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Roanoke city, VA"	"51770"	20	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Suffolk city, VA"	"51800"	16	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Virginia Beach city, VA"	"51810"	29	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Benton County, WA"	"53005"	26	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Clallam County, WA"	"53009"	11	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Clark County, WA"	"53011"	62	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Cowlitz County, WA"	"53015"	37	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Grant County, WA"	"53025"	19	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Grays Harbor County, WA"	"53027"	26	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"King County, WA"	"53033"	75	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Kitsap County, WA"	"53035"	34	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Lewis County, WA"	"53041"	19	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Mason County, WA"	"53045"	13	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Okanogan County, WA"	"53047"	20	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Pierce County, WA"	"53053"	82	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Skagit County, WA"	"53057"	16	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Snohomish County, WA"	"53061"	42	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Spokane County, WA"	"53063"	78	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Stevens County, WA"	"53065"	18	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Thurston County, WA"	"53067"	24	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Walla Walla County, WA"	"53071"	13	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Whatcom County, WA"	"53073"	18	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Whitman County, WA"	"53075"	21	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Yakima County, WA"	"53077"	47	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Berkeley County, WV"	"54003"	26	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Cabell County, WV"	"54011"	19	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Fayette County, WV"	"54019"	18	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Greenbrier County, WV"	"54025"	14	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Hancock County, WV"	"54029"	17	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Harrison County, WV"	"54033"	35	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Jackson County, WV"	"54035"	12	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Kanawha County, WV"	"54039"	51	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Lewis County, WV"	"54041"	20	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Logan County, WV"	"54045"	11	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Marion County, WV"	"54049"	18	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Marshall County, WV"	"54051"	13	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Mineral County, WV"	"54057"	10	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Mingo County, WV"	"54059"	18	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Monongalia County, WV"	"54061"	17	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Nicholas County, WV"	"54067"	19	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Preston County, WV"	"54077"	27	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Putnam County, WV"	"54079"	10	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Raleigh County, WV"	"54081"	21	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Roane County, WV"	"54087"	10	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Wayne County, WV"	"54099"	23	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Wood County, WV"	"54107"	33	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Wyoming County, WV"	"54109"	12	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Brown County, WI"	"55009"	28	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Dane County, WI"	"55025"	14	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Dodge County, WI"	"55027"	12	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Eau Claire County, WI"	"55035"	10	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Fond du Lac County, WI"	"55039"	16	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Kenosha County, WI"	"55059"	20	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Marathon County, WI"	"55073"	22	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Milwaukee County, WI"	"55079"	98	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Monroe County, WI"	"55081"	11	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Outagamie County, WI"	"55087"	21	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Polk County, WI"	"55095"	13	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Racine County, WI"	"55101"	14	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Rock County, WI"	"55105"	16	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Sauk County, WI"	"55111"	11	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Taylor County, WI"	"55119"	12	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Walworth County, WI"	"55127"	10	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Washington County, WI"	"55131"	18	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Waukesha County, WI"	"55133"	53	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Waupaca County, WI"	"55135"	16	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Winnebago County, WI"	"55139"	22	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Wood County, WI"	"55141"	17	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Big Horn County, WY"	"56003"	11	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Campbell County, WY"	"56005"	21	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Fremont County, WY"	"56013"	24	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Laramie County, WY"	"56021"	26	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Natrona County, WY"	"56025"	29	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Park County, WY"	"56029"	32	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Sweetwater County, WY"	"56037"	16	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Calhoun County, AL"	"01015"	10	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Cullman County, AL"	"01043"	10	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Jefferson County, AL"	"01073"	20	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Madison County, AL"	"01089"	16	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Mobile County, AL"	"01097"	18	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Morgan County, AL"	"01103"	12	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Shelby County, AL"	"01117"	14	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Anchorage Borough, AK"	"02020"	40	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Kenai Peninsula Borough, AK"	"02122"	10	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Matanuska-Susitna Borough, AK"	"02170"	20	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Apache County, AZ"	"04001"	30	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Cochise County, AZ"	"04003"	53	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Coconino County, AZ"	"04005"	23	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Gila County, AZ"	"04007"	18	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Graham County, AZ"	"04009"	16	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Maricopa County, AZ"	"04013"	713	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Mohave County, AZ"	"04015"	74	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Navajo County, AZ"	"04017"	63	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Pima County, AZ"	"04019"	180	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Pinal County, AZ"	"04021"	109	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Yavapai County, AZ"	"04025"	131	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Yuma County, AZ"	"04027"	28	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Benton County, AR"	"05007"	19	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Pulaski County, AR"	"05119"	10	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Alameda County, CA"	"06001"	23	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Butte County, CA"	"06007"	28	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Contra Costa County, CA"	"06013"	26	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Fresno County, CA"	"06019"	126	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Imperial County, CA"	"06025"	22	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Kern County, CA"	"06029"	169	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Kings County, CA"	"06031"	25	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Lassen County, CA"	"06035"	11	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Los Angeles County, CA"	"06037"	396	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Madera County, CA"	"06039"	28	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Merced County, CA"	"06047"	38	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Orange County, CA"	"06059"	117	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Placer County, CA"	"06061"	24	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Riverside County, CA"	"06065"	192	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Sacramento County, CA"	"06067"	83	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"San Bernardino County, CA"	"06071"	220	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"San Diego County, CA"	"06073"	112	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"San Joaquin County, CA"	"06077"	76	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"San Luis Obispo County, CA"	"06079"	12	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Santa Barbara County, CA"	"06083"	24	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Santa Clara County, CA"	"06085"	33	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Shasta County, CA"	"06089"	49	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Solano County, CA"	"06095"	16	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Stanislaus County, CA"	"06099"	76	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Tehama County, CA"	"06103"	21	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Tulare County, CA"	"06107"	111	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Tuolumne County, CA"	"06109"	16	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Ventura County, CA"	"06111"	18	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Yolo County, CA"	"06113"	10	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Adams County, CO"	"08001"	92	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Arapahoe County, CO"	"08005"	60	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Boulder County, CO"	"08013"	23	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Delta County, CO"	"08029"	14	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Denver County, CO"	"08031"	83	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Douglas County, CO"	"08035"	21	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"El Paso County, CO"	"08041"	162	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Fremont County, CO"	"08043"	42	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Garfield County, CO"	"08045"	10	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Jefferson County, CO"	"08059"	77	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Larimer County, CO"	"08069"	63	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Mesa County, CO"	"08077"	66	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Montezuma County, CO"	"08083"	11	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Montrose County, CO"	"08085"	30	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Morgan County, CO"	"08087"	20	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Otero County, CO"	"08089"	23	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Pueblo County, CO"	"08101"	92	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Weld County, CO"	"08123"	69	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Fairfield County, CT"	"09001"	17	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Hartford County, CT"	"09003"	35	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Litchfield County, CT"	"09005"	16	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"New Haven County, CT"	"09009"	37	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"New London County, CT"	"09011"	20	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Windham County, CT"	"09015"	14	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Kent County, DE"	"10001"	21	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"New Castle County, DE"	"10003"	39	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Sussex County, DE"	"10005"	19	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"District of Columbia, DC"	"11001"	10	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Brevard County, FL"	"12009"	16	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Broward County, FL"	"12011"	68	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Collier County, FL"	"12021"	10	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Duval County, FL"	"12031"	27	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Escambia County, FL"	"12033"	13	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Hillsborough County, FL"	"12057"	45	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Lake County, FL"	"12069"	21	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Lee County, FL"	"12071"	21	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Leon County, FL"	"12073"	10	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Marion County, FL"	"12083"	17	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Miami-Dade County, FL"	"12086"	97	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Okaloosa County, FL"	"12091"	11	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Orange County, FL"	"12095"	29	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Osceola County, FL"	"12097"	17	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Palm Beach County, FL"	"12099"	60	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Pasco County, FL"	"12101"	21	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Pinellas County, FL"	"12103"	30	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Polk County, FL"	"12105"	31	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"St. Lucie County, FL"	"12111"	13	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Seminole County, FL"	"12117"	14	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Volusia County, FL"	"12127"	22	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Cherokee County, GA"	"13057"	10	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Clayton County, GA"	"13063"	13	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Cobb County, GA"	"13067"	15	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Coweta County, GA"	"13077"	10	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"DeKalb County, GA"	"13089"	26	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Floyd County, GA"	"13115"	12	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Forsyth County, GA"	"13117"	16	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Fulton County, GA"	"13121"	21	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Gwinnett County, GA"	"13135"	34	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Hall County, GA"	"13139"	19	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Henry County, GA"	"13151"	14	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Jackson County, GA"	"13157"	12	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Muscogee County, GA"	"13215"	10	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Richmond County, GA"	"13245"	13	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Hawaii County, HI"	"15001"	13	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Honolulu County, HI"	"15003"	21	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Ada County, ID"	"16001"	40	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Bannock County, ID"	"16005"	15	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Bonner County, ID"	"16017"	24	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Bonneville County, ID"	"16019"	16	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Boundary County, ID"	"16021"	13	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Canyon County, ID"	"16027"	31	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Kootenai County, ID"	"16055"	34	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Twin Falls County, ID"	"16083"	17	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Cook County, IL"	"17031"	273	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"DuPage County, IL"	"17043"	32	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Kane County, IL"	"17089"	23	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Kankakee County, IL"	"17091"	10	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Lake County, IL"	"17097"	27	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"McHenry County, IL"	"17111"	16	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Macon County, IL"	"17115"	13	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Madison County, IL"	"17119"	25	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Peoria County, IL"	"17143"	12	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Rock Island County, IL"	"17161"	12	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"St. Clair County, IL"	"17163"	14	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Sangamon County, IL"	"17167"	10	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Stephenson County, IL"	"17177"	20	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Tazewell County, IL"	"17179"	13	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Vermilion County, IL"	"17183"	13	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Will County, IL"	"17197"	37	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Winnebago County, IL"	"17201"	40	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Allen County, IN"	"18003"	57	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Clark County, IN"	"18019"	14	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Delaware County, IN"	"18035"	27	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Elkhart County, IN"	"18039"	32	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Grant County, IN"	"18053"	18	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Hamilton County, IN"	"18057"	13	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Hendricks County, IN"	"18063"	15	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Howard County, IN"	"18067"	13	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Huntington County, IN"	"18069"	11	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Johnson County, IN"	"18081"	10	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Kosciusko County, IN"	"18085"	16	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Lake County, IN"	"18089"	60	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Madison County, IN"	"18095"	35	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Marion County, IN"	"18097"	66	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Marshall County, IN"	"18099"	12	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Miami County, IN"	"18103"	14	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Monroe County, IN"	"18105"	18	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Morgan County, IN"	"18109"	11	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Noble County, IN"	"18113"	11	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Porter County, IN"	"18127"	18	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"St. Joseph County, IN"	"18141"	23	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Steuben County, IN"	"18151"	12	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Tippecanoe County, IN"	"18157"	11	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Wells County, IN"	"18179"	11	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Black Hawk County, IA"	"19013"	19	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Cerro Gordo County, IA"	"19033"	10	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Clinton County, IA"	"19045"	10	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Dubuque County, IA"	"19061"	11	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Linn County, IA"	"19113"	15	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Polk County, IA"	"19153"	47	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Pottawattamie County, IA"	"19155"	18	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Scott County, IA"	"19163"	17	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Woodbury County, IA"	"19193"	19	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Johnson County, KS"	"20091"	25	Not Applicable	Not Applicable
