"Notes"	"Residence County"	"Residence County Code"	Deaths	Population	Crude Rate
	"Pierce County, WA"	"53053"	131	Not Applicable	Not Applicable
	"Skagit County, WA"	"53057"	21	Not Applicable	Not Applicable
	"Snohomish County, WA"	"53061"	177	Not Applicable	Not Applicable
	"Spokane County, WA"	"53063"	99	Not Applicable	Not Applicable
	"Thurston County, WA"	"53067"	16	Not Applicable	Not Applicable
	"Whatcom County, WA"	"53073"	37	Not Applicable	Not Applicable
	"Yakima County, WA"	"53077"	229	Not Applicable	Not Applicable
	"Berkeley County, WV"	"54003"	12	Not Applicable	Not Applicable
	"Cabell County, WV"	"54011"	15	Not Applicable	Not Applicable
	"Jackson County, WV"	"54035"	14	Not Applicable	Not Applicable
	"Kanawha County, WV"	"54039"	28	Not Applicable	Not Applicable
	"Logan County, WV"	"54045"	26	Not Applicable	Not Applicable
	"Mercer County, WV"	"54055"	17	Not Applicable	Not Applicable
	"Brown County, WI"	"55009"	51	Not Applicable	Not Applicable
	"Dane County, WI"	"55025"	39	Not Applicable	Not Applicable
	"Fond du Lac County, WI"	"55039"	13	Not Applicable	Not Applicable
	"Grant County, WI"	"55043"	13	Not Applicable	Not Applicable
	"Kenosha County, WI"	"55059"	71	Not Applicable	Not Applicable
	"Marathon County, WI"	"55073"	10	Not Applicable	Not Applicable
	"Milwaukee County, WI"	"55079"	428	Not Applicable	Not Applicable
	"Outagamie County, WI"	"55087"	19	Not Applicable	Not Applicable
	"Ozaukee County, WI"	"55089"	21	Not Applicable	Not Applicable
	"Racine County, WI"	"55101"	88	Not Applicable	Not Applicable
	"Rock County, WI"	"55105"	25	Not Applicable	Not Applicable
	"Sheboygan County, WI"	"55117"	12	Not Applicable	Not Applicable
	"Walworth County, WI"	"55127"	27	Not Applicable	Not Applicable
	"Washington County, WI"	"55131"	24	Not Applicable	Not Applicable
	"Waukesha County, WI"	"55133"	70	Not Applicable	Not Applicable
	"Waupaca County, WI"	"55135"	15	Not Applicable	Not Applicable
	"Winnebago County, WI"	"55139"	21	Not Applicable	Not Applicable
	"Fremont County, WY"	"56013"	11	Not Applicable	Not Applicable
"---"
"Dataset: Provisional Mortality Statistics, 2018 through Last Month"
"Query Parameters:"
"UCD - ICD-10 Codes: U07.1 (COVID-19)"
"Year/Month: Mar., 2020; Apr., 2020; May, 2020; Jun., 2020; Jul., 2020; Aug., 2020"
"Group By: Residence County"
"Show Totals: False"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd-provisional.html for more information."
"---"
"Query Date: Oct 14, 2022 10:57:55 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Provisional Mortality on CDC WONDER Online Database. Data are from the final Multiple Cause of Death Files, 2018-2020,"
"and from provisional data for years 2021-2022, as compiled from data provided by the 57 vital statistics jurisdictions through"
"the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/mcd-icd10-provisional.html on Oct 14, 2022 10:57:55"
"AM"
"---"
Messages:
"1. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when location of Death's Occurrence, Autopsy, Place of Death, Weekday or"
"Month are grouped by or limited, due to lack of a valid population. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#NotApplicableRates."
"2. Deaths and population estimates are shown separately from the adjacent counties for Carson City, Nevada (FIPS code 32510)."
"3. Deaths and population estimates are reported separately for Baltimore City (FIPS code 24510) and Baltimore county (FIPS code"
"24005)."
"4. Deaths and population estimates are reported separately for St. Louis City (FIPS code 29510) and county (FIPS code 29189)."
"5. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Assurance of Confidentiality."
"6. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Unreliable."
"7. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#ICD-10 Changes."
"8. Deaths occurring through August 20, 2022 as of September 04, 2022."
